Gene	X1	X2	X3	X4	X5	X6	X7	X8	X9
ENSG00000014216	-2.6662180456843e-06	3.53473541702533e-07	3.23027840009628e-07	-3.73318045943117e-07	5.25537127862888e-07	6.12361990389019e-07	-8.38227852193847e-07	-1.18963207754356e-06	-4.795578573027e-07
ENSG00000015676	-2.04314671246111e-06	1.07367808753318e-07	-9.94915238568255e-07	-1.3561506174215e-06	1.10744970911725e-06	5.99446665270863e-07	-1.10842743853088e-06	-1.04523917500954e-06	-3.10306667914072e-07
ENSG00000018189	1.30141689435456e-06	1.29917850662006e-07	-5.97573990754322e-07	-5.21344077016672e-07	-1.21967375820677e-06	-6.01440215905973e-07	4.53771618527761e-07	1.62695478913434e-06	1.17979738214758e-06
ENSG00000018610	1.98227285784622e-06	-2.70705366188026e-07	-1.05709089999244e-06	-2.83809085225176e-07	-9.5430048332936e-07	-6.53412354965149e-07	9.02907030843097e-07	1.42149881473295e-06	6.56696908557384e-07
ENSG00000019102	2.03815261828692e-06	-1.11379193588919e-06	-8.5725161433222e-07	3.59727643358312e-07	-2.0534385679554e-07	-4.22952033883084e-07	1.42506574553832e-06	2.75256742044531e-07	6.06354591806755e-07
ENSG00000019485	1.81855093211619e-06	-4.7270265825573e-07	-9.54812919750088e-07	-2.61278376296875e-07	-1.56563757450888e-06	-8.77185776079932e-07	8.11221292586918e-07	1.5511693691858e-06	7.83928887478886e-07
ENSG00000019995	-1.99631057361836e-06	1.08775956191062e-06	2.94837885211433e-07	-1.36012766404437e-06	-7.47879037106597e-07	9.42988711224729e-07	-6.22027264029189e-07	-5.68281862811515e-07	8.34633911941565e-08
ENSG00000020577	1.27103494850221e-06	-4.77931266675103e-07	-1.92696333275275e-06	-7.52559367067247e-07	-1.20642844522427e-07	-3.52979585411117e-07	1.343334302601e-06	3.38046071320865e-07	6.98818083506184e-07
ENSG00000022277	-2.17913033005823e-06	1.42988039346556e-06	-1.23774940340921e-07	-7.71018916336945e-07	1.85291521963563e-06	1.30638395767153e-06	-7.09550511653068e-07	-1.15122320699164e-06	-9.15517709149549e-07
ENSG00000023191	-2.68066703528083e-06	8.280411764668e-07	-6.43675145269096e-07	-1.17972884525709e-06	1.01865873353084e-06	4.0173109827617e-07	-1.38729368786959e-06	-1.01683027816158e-06	-4.96041738870994e-07
ENSG00000023318	-2.67185755068288e-06	1.23709695267474e-06	-1.8448624008433e-07	-1.36251539882021e-06	6.85559142346809e-07	1.05457092479808e-06	-1.11437846813809e-06	-6.84665078473618e-07	-4.48082115448103e-07
ENSG00000023892	-3.22537645480592e-06	6.31072889757674e-07	-4.7607205374592e-07	-8.76272317884762e-07	1.59310477184542e-06	9.53027197819168e-07	-1.34039060643879e-06	-1.76950305762647e-06	-9.46181970971333e-07
ENSG00000023909	2.20083987834381e-06	-7.23553650390449e-07	-1.24430615727452e-06	2.62819453178882e-07	-2.76287255178833e-08	-7.23839959112974e-07	1.70176160444404e-06	9.5551684713289e-07	5.45650599643216e-07
ENSG00000024048	-2.75788784569998e-06	5.87239783832089e-07	7.39364582674258e-07	-5.46044372923444e-07	-3.84929716308575e-07	9.57561045826857e-07	-1.1981404859156e-06	-4.90597026704298e-07	-4.79230460091469e-07
ENSG00000025434	1.15280696507575e-06	-6.99098137915365e-07	-1.99586873583817e-06	-4.12650408652625e-07	-2.25121812722717e-07	-8.23049424771644e-07	1.01308454369073e-06	8.27174364152406e-07	2.87119128293951e-07
ENSG00000026025	-2.95807066528297e-06	1.45155851657778e-06	7.69598687061063e-08	-9.70708371099209e-07	3.36965608665675e-07	4.51107443825155e-07	-1.63903878642038e-06	-2.87661412350145e-07	-9.05598165159375e-07
ENSG00000026508	-1.69603622902913e-06	1.37406531629075e-06	1.17526934470731e-06	6.03625547205633e-09	-3.72933887730652e-07	-4.19380608956259e-08	-1.4162061371596e-06	5.11853654513611e-07	-2.05723953719624e-07
ENSG00000029363	-2.57944736490411e-06	7.68012334628745e-07	-8.80042732387248e-08	-1.4657564769651e-06	-2.98566928851949e-07	9.99548800092922e-07	-1.34584752132638e-06	1.27293173583401e-07	-2.12154932265244e-07
ENSG00000029993	1.72692689963897e-06	-3.04817900593714e-07	-1.10547302817879e-06	-2.98025089998336e-07	-1.04560506065428e-06	-7.178362588341e-07	1.11327226423439e-06	1.41651758528377e-06	4.77556724998136e-07
ENSG00000030582	-2.56734915276573e-06	1.25447009747415e-06	-5.71466139892789e-08	-5.21312374608383e-07	6.34392820385968e-07	1.03797883710732e-07	-1.13259928808673e-06	-6.69907049693745e-07	-6.88747627893326e-07
ENSG00000031698	-2.32707704334675e-06	6.59468642415239e-07	-4.79207476948721e-07	-1.30206172876091e-06	7.57254239338695e-07	6.337618879263e-07	-1.24843564689666e-06	-7.83700455001316e-07	-4.36586813984777e-07
ENSG00000033627	-2.56470712918031e-06	8.81153720537401e-07	-3.604937030855e-07	-5.27800344416128e-07	1.13221008692054e-06	2.5935875858852e-07	-1.10997545547905e-06	-1.06987396293781e-06	-7.82255884088699e-07
ENSG00000033800	-2.69665733431589e-06	1.07751564132843e-06	3.88705286540352e-07	-9.87274367574586e-07	-1.37167323854076e-07	9.73479546520828e-07	-1.21379970741184e-06	-3.56566341697062e-07	-2.80808783820302e-07
ENSG00000034713	1.13648326561182e-06	6.10679445897405e-07	2.30421331968062e-06	4.00093715948823e-07	-1.54111119437489e-06	1.7646288056327e-07	-7.86844817813154e-08	2.62586268357371e-07	4.35088990042328e-07
ENSG00000035403	-2.67814048419296e-06	4.4795213114533e-07	2.72183868432464e-07	-5.56165476899134e-07	9.52682298769821e-07	1.25629422016494e-06	-1.98295523399619e-07	-1.86495594099777e-06	5.58900970484286e-08
ENSG00000038274	3.97936931901004e-07	9.53766551521453e-07	2.50498222978619e-06	5.45432739412744e-07	-1.04211788792502e-06	2.22351855089987e-07	-1.06123155044248e-06	6.22489415394563e-07	3.21250730390345e-07
ENSG00000038945	1.05658057062097e-06	-7.14751439107077e-07	-1.90425464983748e-06	-8.41895383107709e-07	-6.92145596530462e-07	-5.55272484875437e-07	1.19147882565881e-06	4.74894767737548e-07	5.82597181297968e-07
ENSG00000042062	2.27942062399555e-06	-8.6211551016469e-07	-3.06493322873921e-07	2.72744138651644e-07	-6.78850457349783e-07	-3.76322681224049e-07	1.57498666586309e-06	4.12375120708062e-07	8.29936587492065e-07
ENSG00000044574	-2.67637327140713e-06	8.66716305587799e-07	3.63774988180944e-07	-1.16186491318056e-06	-5.29753986004259e-07	7.43967308809985e-07	-1.42313185441226e-06	1.04768779277948e-07	-4.81317152002149e-07
ENSG00000047315	-2.71501652685648e-06	7.55419229075174e-07	-4.94024683931908e-07	-1.60687967194599e-06	1.94512435628899e-09	8.22674506419302e-07	-1.31519625264111e-06	-2.0160022784751e-07	-1.50902473962623e-07
ENSG00000047410	-3.01422386463982e-06	-2.79475071254275e-08	-4.75111873188987e-07	-1.16035641922084e-06	6.31896914641235e-08	9.05013014559702e-07	-9.83893546771457e-07	-3.27068434323824e-07	-3.25743752588086e-07
ENSG00000048052	9.71220576707784e-07	-6.9011244692195e-07	-1.88344146906055e-06	-9.84457731723726e-07	-6.20506282427744e-07	-2.49564957049309e-07	8.92486648321758e-07	8.21420275184845e-07	5.90001872935772e-07
ENSG00000048392	-1.59093309457746e-07	1.03045024756289e-06	2.02064422707066e-06	4.87500723471862e-08	-1.73761475173824e-06	5.42257165407524e-07	-5.56500035453075e-07	6.196812213162e-07	1.93886128739048e-07
ENSG00000051825	8.57984123623614e-07	-4.83576695612725e-07	-2.00187581007789e-06	-9.82559110296325e-07	-4.99347470834143e-07	-5.22307001633062e-07	7.25102651120001e-07	1.14450237355974e-06	4.9789280597463e-07
ENSG00000052723	1.78820942138511e-06	3.56766859643636e-07	1.56405756573706e-06	4.75761408407055e-07	-2.08674034606873e-06	-4.76313351134734e-07	-9.86521719505044e-08	1.73642175174812e-06	7.35071521081214e-07
ENSG00000052749	-2.22805670594836e-06	1.26987864800303e-06	6.48562807056943e-07	-1.17133979536106e-07	6.29180361149005e-07	4.66201167692217e-07	-1.27361897036214e-06	-3.51914905094755e-07	-8.91510341642123e-07
ENSG00000052795	4.92521823913584e-07	-9.3114703309561e-07	-2.40041051987375e-06	-6.35376635864107e-07	1.32790595500366e-07	-4.62966830280268e-07	1.01271297697648e-06	2.82933143868853e-07	2.35708751327517e-07
ENSG00000054118	-2.3773203662136e-06	8.15264624266675e-07	8.69023498780966e-07	-6.17052822717828e-07	2.52099597531727e-07	9.33336942431809e-07	-1.12165271055184e-06	-4.59680318053201e-07	-2.42302761191642e-07
ENSG00000054611	-2.27638072524264e-06	1.02596423003914e-06	-4.15784873241852e-08	-9.50308569976001e-07	6.23469458983663e-07	6.17158796721074e-07	-1.29368745826348e-06	-6.13669440540693e-07	-4.54460546253391e-07
ENSG00000055163	-2.38509145433321e-06	7.7956969192024e-07	1.10629821939131e-07	-6.92990028799502e-07	8.95584533659994e-07	6.05155484344415e-07	-1.3162243967921e-06	-9.80515560987144e-07	-4.88793779898447e-07
ENSG00000055917	-2.48784056729232e-06	1.58441191684697e-06	1.52765368517971e-06	-1.00490363337175e-06	-5.69562659154966e-07	1.25842267310521e-06	-1.73474943648585e-06	-1.31685089624632e-07	-1.01399288227386e-07
ENSG00000057252	2.05812831124061e-09	1.12937418993333e-06	2.68406684795852e-06	5.7300548892167e-07	-1.92621792874363e-06	-4.46707572483552e-08	-7.80745999232267e-07	1.11208582852535e-06	3.96335743959503e-07
ENSG00000057608	-1.08432231586436e-06	2.0208246378715e-06	1.73683851661762e-06	-5.20918221421466e-07	-2.91807534714981e-07	7.66878573113427e-07	-1.56141548134675e-06	7.41914541265308e-07	2.85258362860464e-08
ENSG00000058262	-2.27054955191251e-06	9.81028906188467e-07	4.44039131284209e-07	-1.10528995520616e-06	-7.39341210178e-08	5.68078136760929e-07	-1.67290661693812e-06	-3.90287022080426e-08	-4.29607370709503e-07
ENSG00000059377	-2.79005575360601e-06	6.96457851322767e-07	-5.38025043254782e-08	-1.12510701685892e-07	6.50174354161171e-07	1.49834263345128e-07	-1.07540079508862e-06	-3.19657228171101e-07	-1.13980177636597e-06
ENSG00000060069	-2.88737000059662e-06	4.8586491292685e-07	-6.82462722632044e-08	-4.66507894589643e-07	6.68077241390957e-07	6.06615076835192e-07	-9.6274192278044e-07	-9.58422403014487e-07	-1.08354576226911e-06
ENSG00000060491	-2.41997288180394e-06	5.51861870875456e-07	-5.48343170492368e-07	-5.64536041654947e-07	1.47421068501723e-06	4.78534726103787e-07	-9.65072071883198e-07	-1.29362592066902e-06	-7.58826401462782e-07
ENSG00000060971	-2.12214648524013e-06	1.72498260458875e-06	4.66207943855716e-07	-4.04561455449709e-07	3.59934655517111e-07	3.42851954963505e-07	-1.24307740419304e-06	7.07164409328835e-08	-8.3907328535693e-07
ENSG00000062194	-1.70588756008772e-06	1.47587236744882e-06	8.95853220301867e-07	-1.08924881674991e-06	7.0389517513074e-08	1.37130082788009e-06	-1.29843242854611e-06	-2.77361600914182e-07	1.4577799989341e-07
ENSG00000062282	-2.32712858552318e-06	8.21799450828454e-07	3.56343345245834e-07	2.16880593092432e-07	5.64747837791298e-07	3.93764721660118e-07	-6.03353125272038e-07	-4.46022089155828e-07	-1.09363824589472e-06
ENSG00000062650	-2.07914769539412e-06	1.42090838928651e-06	7.99313083103425e-07	-1.03867526336216e-06	-6.30898853121265e-07	8.42385030577276e-07	-1.26524265449752e-06	3.98942303160174e-07	-9.77328099986854e-08
ENSG00000063245	1.91575566609465e-06	-9.95509737482112e-07	1.02089925960221e-06	1.47387164877868e-06	-6.0710813869706e-07	-8.03366206932972e-07	4.33509878725282e-07	3.49936081933416e-07	2.82435279018806e-07
ENSG00000064601	-2.70929588534905e-06	1.2715684157571e-06	5.07191338137912e-07	-5.07875161566512e-07	7.20254316952049e-07	7.97634133586656e-07	-8.99130776082161e-07	-9.26548662045258e-07	-5.15580956992875e-07
ENSG00000064666	-2.27120441109174e-06	7.82245221198585e-07	1.23157600440529e-06	4.37615617832382e-07	6.12386535522452e-07	6.79080400988536e-07	-1.13959943847873e-06	-1.12810917224531e-06	-9.98544727766084e-07
ENSG00000065413	-2.62296161503621e-06	9.73047920464117e-07	6.05569696172881e-07	-6.25153767185332e-07	1.77204423815529e-07	7.2048360940072e-07	-1.25158930026032e-06	-4.31472226283347e-07	-3.75621892992408e-07
ENSG00000065491	1.51666918565716e-06	-7.87659795271612e-07	2.36397279298241e-07	-2.92876578661641e-08	-2.1176268908793e-06	-7.06515653747135e-07	6.13645205622456e-07	8.17778056386839e-07	7.74872842016632e-07
ENSG00000065615	-1.47517820062871e-06	1.35546564919135e-06	1.66301462739818e-06	-1.66827491006119e-07	-7.99458795719531e-07	9.50955418530568e-07	-9.80072341936547e-07	1.43141754039041e-08	-2.39747463830622e-07
ENSG00000066084	-2.1982495422893e-06	1.09171531733563e-06	1.21953329755429e-06	-3.4051616993698e-07	-7.01889624356658e-07	8.29969959414375e-07	-6.55108707405721e-07	-2.29440726768211e-07	-5.0434819625606e-09
ENSG00000066777	-2.24245104078034e-06	1.01726481184116e-06	1.63823855124086e-07	-1.33840866396288e-06	-5.48518285894019e-07	7.74709992753418e-07	-1.06756623487239e-06	-4.37371511710087e-08	-9.65300962534856e-08
ENSG00000066923	1.81602956542285e-06	-5.39704394080445e-07	-1.15372105188312e-06	-1.23229350189123e-07	-6.50906196835552e-07	-5.72522891521231e-07	1.38856777634315e-06	8.98142008921753e-07	4.61119535608498e-07
ENSG00000067167	-1.30527296778642e-06	7.98383324913095e-07	1.12768522870382e-06	-6.87765117541688e-07	-1.04890063363826e-06	2.76258545884016e-07	-1.74968258091655e-06	6.36312094724889e-07	-1.72330016512441e-07
ENSG00000067191	1.2138314745196e-06	-1.26741513508907e-06	-1.97344380253206e-06	-4.03775529078002e-07	-2.3580420322532e-07	-6.30573096188369e-07	1.1801016470313e-06	4.53332524472301e-07	5.94644358737918e-07
ENSG00000067365	2.06031252235258e-06	-8.66529293352415e-07	-4.26292360541229e-07	3.93636121239478e-07	-1.40574625432922e-06	-8.63447860738433e-07	9.62766945315592e-07	1.30963200779017e-06	8.38022442821088e-07
ENSG00000067560	-2.93559133337252e-06	1.24473679048208e-06	3.72500472811762e-07	-8.57205618597788e-07	3.76719224733574e-07	7.9980437324118e-07	-1.33143758500392e-06	-6.13639099163351e-07	-5.70645416766591e-07
ENSG00000067596	-2.82665777546778e-06	4.49364433635012e-07	-6.2368950687214e-07	-1.11056243534952e-06	4.43772165029029e-07	6.72607566931806e-07	-7.46713600178363e-07	-7.18132000276658e-07	-2.57009895367228e-07
ENSG00000067704	-2.31875794384413e-06	4.04035603227019e-07	-1.45887620824735e-06	-1.75217462049499e-06	2.85864449995853e-07	6.04507250369961e-07	-9.35191102118499e-07	-1.26454519960822e-07	-1.19745552276373e-07
ENSG00000067829	-2.75175040373914e-06	2.7982772887872e-07	-1.38772459235692e-06	-1.50312662510445e-06	1.04745849410075e-06	5.85177305830189e-07	-1.22703827763508e-06	-1.22097638125823e-06	-5.93238020732068e-07
ENSG00000067836	2.04497453711483e-06	-1.01629488678166e-06	-5.10226398429845e-08	1.12787764046858e-06	-3.69076523417097e-07	-1.09708784407773e-06	6.53986354986806e-07	9.00387447796434e-07	2.92031679340653e-07
ENSG00000067992	-2.50452375218887e-06	1.49326986308884e-06	1.97616011564352e-07	-1.0053023028076e-06	-1.40144075475538e-07	7.63026755438706e-07	-1.15840049184358e-06	-1.83498492264222e-07	-6.29347760478554e-07
ENSG00000068079	-4.02009868818374e-07	-1.00784689352191e-07	-1.48003306408688e-06	-9.24291639712905e-07	1.22915975971263e-06	6.04282630629341e-07	8.0668835770252e-07	-1.42605799385856e-06	7.29588399596336e-07
ENSG00000068097	7.6813949771323e-07	-8.2778487223431e-07	-2.64928018126436e-06	-7.90439023774015e-07	4.21392056806544e-07	-4.50601367987885e-07	1.33891106486343e-06	3.63342437908679e-07	5.56013000156889e-07
ENSG00000068697	-1.05017172019853e-06	2.48742020674337e-06	2.26431303466993e-06	-4.78474624706921e-08	1.80999674130364e-08	7.81090290373947e-07	-1.36075425958275e-06	3.94548147095608e-07	-2.07550687733508e-07
ENSG00000069329	-2.12058179918689e-06	1.23577131003975e-06	2.8244929910546e-07	-8.51400726726139e-07	3.44448174350153e-07	6.86629797797224e-07	-1.06577046844492e-06	-2.42246193669799e-07	-1.81026302619179e-07
ENSG00000069399	2.10950478563507e-06	-1.1477950397186e-06	6.56582242387741e-07	1.7022986828719e-06	4.39088028087983e-07	-5.82305772294529e-07	8.81086113751303e-07	3.28331228570631e-08	1.66383775864686e-07
ENSG00000070047	-3.06084033334211e-06	-8.02496840631376e-08	-9.30025399850497e-07	-1.19871401758059e-06	5.93743762256041e-07	5.22324089539698e-07	-1.04364811259766e-06	-9.4345133796673e-07	-3.79263304726867e-07
ENSG00000070366	-2.58243180857004e-06	3.57291892835497e-07	-1.28254580962791e-06	-1.69620981131611e-06	2.26075969754993e-07	6.23103669714457e-07	-7.44634382623394e-07	-6.24929486082192e-07	-2.73817977606186e-07
ENSG00000070413	-2.90279901532685e-06	6.68643529438151e-07	4.08133793311295e-07	-3.44504177826766e-07	9.8111632317473e-07	7.56605489563945e-07	-1.1569225249353e-06	-1.46864087512076e-06	-8.40508352990788e-07
ENSG00000070614	-2.54689651765114e-06	6.62984197628774e-07	3.34762312257558e-07	-5.60833251638748e-07	5.01369236140233e-07	7.0228798559037e-07	-7.46466144089649e-07	-9.94589105717939e-07	-5.66290054315199e-07
ENSG00000070814	-2.36067760858096e-06	3.38384389844403e-07	-9.08032628656798e-07	-1.35390480504205e-06	8.98934543793498e-07	5.59681084196143e-07	-8.99362060351442e-07	-8.88253362809388e-07	-2.29419265809593e-07
ENSG00000071054	-2.32640891889505e-06	1.29770251428842e-06	1.22595797437192e-06	8.63175708705326e-08	3.81456427825315e-07	8.09174203937359e-07	-8.82219048189522e-07	-6.73181641477557e-07	-7.16698846265794e-07
ENSG00000071127	-2.37449126691522e-06	9.04805812755353e-07	1.16765306817389e-06	-7.53393230148311e-08	9.74628538874343e-07	8.81280368618003e-07	-1.20896825237127e-06	-1.3958823880844e-06	-5.4908285887744e-07
ENSG00000071537	-2.36260835625034e-06	3.62359888774917e-07	8.73721684125583e-07	-5.87844683052004e-07	-2.01523065348328e-06	1.67884015993729e-07	-1.42547625555943e-06	1.0293704100312e-06	-2.68144143391219e-07
ENSG00000071553	-2.67850465766937e-06	6.52749287152612e-07	2.39942056425313e-07	-1.38336797321564e-07	3.60078456962219e-07	9.84714872891753e-08	-1.11841200016113e-06	-6.13341036079779e-07	-8.98836110093889e-07
ENSG00000071564	1.0178431352174e-06	-4.00754585398649e-07	1.69810857954501e-06	5.06424000591834e-07	-1.79616524776377e-06	-4.05133185698025e-07	-3.55067568338176e-07	5.03537871723839e-07	4.33660661188324e-07
ENSG00000071859	-9.19934408770618e-07	7.17545720342896e-07	-1.08574682561546e-06	-8.63999377946485e-07	1.9923900183914e-06	5.74400256174743e-07	-3.26904571493015e-07	-5.97863091927085e-07	-2.2801696419839e-07
ENSG00000072042	-1.32679864580936e-06	7.73314843256531e-07	-5.38719515777823e-07	-1.37994997519049e-06	1.47646917540557e-06	1.40623483396223e-06	-6.97821174985962e-08	-1.49493465354488e-06	3.27228071293435e-07
ENSG00000072110	-2.76656046519097e-06	6.01580945470699e-07	4.80913452419089e-07	-1.34684477436375e-07	2.13957759336651e-07	6.78298549255801e-07	-6.88731106089845e-07	-9.39946752614101e-07	-6.34353540397909e-07
ENSG00000072401	1.30370266409806e-06	-7.62794832340213e-07	1.11336344367453e-06	1.32470040506976e-06	-1.31231685091289e-06	-7.9132271883018e-07	-1.88430423731245e-08	9.50150070164596e-07	1.9047198455287e-07
ENSG00000072736	-2.89624899815768e-06	6.30489457451044e-07	-1.20910615670457e-06	-1.67995382003664e-06	1.05975422395554e-06	8.26743352147882e-07	-1.08462149146269e-06	-1.13680177066439e-06	-4.42120902900508e-07
ENSG00000072786	-2.97582040786875e-06	7.53652343952127e-07	4.41606819506024e-07	-3.83563127856643e-07	4.78966302124903e-07	5.2446502742825e-07	-1.33006596147063e-06	-1.14426578980747e-06	-6.86079990181374e-07
ENSG00000073060	4.25964891558301e-07	-7.24553849945452e-07	-9.15284544143232e-07	-2.41497311908698e-07	-2.08898556157409e-06	-1.22322520987846e-06	-3.06743573275502e-07	1.68220232535514e-06	4.11639034225379e-07
ENSG00000073417	-8.55262184809842e-08	-1.27221215226667e-06	-2.57677340912857e-06	-9.0246550329173e-07	-3.82186689105677e-07	-6.64999624908298e-07	4.71158678196709e-07	5.7329163011749e-07	2.93171942198459e-07
ENSG00000073921	-2.67235968353175e-06	1.70353734053531e-06	1.25147247803229e-06	-6.06109064936421e-07	-2.70310947121718e-07	1.00751506352135e-06	-1.18794372812386e-06	-3.16500137321347e-07	-3.36213677830406e-07
ENSG00000074370	-2.07893310039565e-06	-4.16792243865163e-08	5.3966528782802e-07	-7.23666261645438e-08	1.02527645021972e-06	8.43540417801067e-07	-8.64062225901979e-07	-1.6125837925033e-06	-5.03858009259576e-07
ENSG00000074800	-2.67603299998404e-06	1.20034583024747e-06	-3.34961760453883e-07	-1.0612589729936e-06	7.5407964970481e-07	4.77052357296177e-07	-1.35625798851794e-06	-6.67655140204315e-07	-7.33372016235924e-07
ENSG00000075292	-1.98546494989081e-06	1.45163228951431e-06	3.43407101432654e-07	-1.34045019615514e-06	3.24691444586213e-08	1.13258566311042e-06	-9.47566430721512e-07	-2.14088255792994e-07	1.04904577231869e-07
ENSG00000075624	-1.60841915932277e-06	1.12774364453573e-06	1.3477988944673e-06	4.14935957066406e-07	1.10719084138951e-06	5.01708835393049e-07	-8.67335376015564e-07	-1.2154601064879e-06	-6.37704814221594e-07
ENSG00000075856	-2.69191991082416e-06	4.39139506845647e-07	-1.08212346174872e-06	-1.51787461617233e-06	1.70791347315286e-07	3.96452776265974e-07	-1.38548558989352e-06	-2.95932848898235e-07	-3.30710200659012e-07
ENSG00000076513	-2.62106073114572e-06	9.41700654972079e-07	1.48278944484859e-06	-1.84077168881389e-07	-4.32211675767262e-07	8.20187228560036e-07	-1.53080493355963e-06	-3.4922871120896e-07	-5.59444636499159e-07
ENSG00000076662	-3.08006365786917e-06	1.46632358454818e-06	9.31680729354957e-08	-9.99738632277715e-07	5.81238469563859e-07	8.54559707401113e-07	-1.42382573030913e-06	-9.70581373473795e-07	-1.01682719386598e-06
ENSG00000076685	-2.82695951910873e-06	1.09316467549245e-06	4.03207705496587e-07	-7.91304878753427e-07	-4.19305000218249e-07	6.82393397692497e-07	-1.05414912240669e-06	-1.68000987869882e-07	-4.13817077117506e-07
ENSG00000076924	-2.45034556470308e-06	4.76024815046673e-07	-5.36729381731678e-07	-9.55181265521879e-07	8.59572390242473e-07	4.68599062800596e-07	-1.16988596094602e-06	-7.07087231747217e-07	-4.55347858968107e-07
