Gene	X1	X2	X3	X4	X5	X6	X7	X8	X9
ENSG00000112297	-1.85710247073971e-06	1.57260581977005e-06	1.50987636989481e-06	-1.5958663785554e-07	4.48494970776629e-07	8.55584206383766e-07	-1.25584088415665e-06	-3.62049847474454e-07	-2.0881697100051e-07
ENSG00000112303	-1.16148937503382e-06	1.78998291168136e-06	1.72380629577706e-06	-4.27257658672032e-08	-3.27856077178036e-07	1.10425479294982e-06	-4.77737974944909e-07	-1.8982064323535e-07	-2.72370241376903e-07
ENSG00000112406	-1.62400354475513e-06	1.34071671895442e-06	1.99226692064444e-06	1.17816645633892e-07	-1.76706696585094e-07	9.08276580224897e-07	-1.32863071724455e-06	1.36594464253439e-07	-3.92200257528275e-07
ENSG00000112473	-2.93520487488488e-06	6.10536052577614e-07	-9.95437256640033e-07	-1.48124315686336e-06	1.83042887103271e-07	3.45907910465947e-07	-1.41554605049583e-06	-1.29540072982507e-07	-8.09159765414907e-07
ENSG00000112584	-2.03530274045942e-06	1.62841255235332e-07	-1.6704956454551e-06	-1.40071712370243e-06	1.10354260815181e-06	7.29027093248902e-07	7.77718893238615e-08	-8.74178691912136e-07	-1.75884510582742e-07
ENSG00000112640	-2.83218244016064e-06	6.99035242239958e-07	-9.16464128050243e-07	-1.65280087396464e-06	-1.80407583250824e-07	3.23970581907987e-07	-1.37259431466201e-06	-4.37189762092233e-07	-4.03803893793615e-07
ENSG00000112851	-2.32201199117277e-06	7.64794812511425e-07	9.03617938333004e-07	-7.76438122036018e-07	-4.64147144724339e-07	9.58289721717899e-07	-1.01383814262104e-06	-6.49490840003134e-07	1.2310908665899e-07
ENSG00000112893	-1.92611738332259e-06	9.02152604787293e-07	-8.59390083896507e-08	-1.60144664391302e-06	-9.38259600759742e-07	5.97902079813731e-07	-1.09335174640659e-06	4.09955044315656e-07	1.11792436981249e-07
ENSG00000113140	-2.01172101877963e-06	4.28366240363701e-07	2.53956618707103e-07	-5.41566043033972e-07	7.35379536162508e-07	1.28841412220849e-06	4.062693607925e-08	-1.51191212621631e-06	8.7415031329568e-08
ENSG00000113141	-1.49874479778168e-06	1.23170608411083e-06	1.30668946372507e-07	-1.02243479284548e-06	1.00963972075017e-06	1.26248854599803e-06	-9.04214579861655e-07	-2.19861560553125e-07	-1.69462304868573e-07
ENSG00000113161	-1.71039592736475e-06	1.92680755874456e-06	1.05945769943329e-06	-9.28061082791488e-07	-2.01348915849962e-07	1.0528298270864e-06	-7.2996950080357e-07	-2.7703512811661e-07	-3.48094494275854e-08
ENSG00000113163	-1.05285630456449e-06	1.62710863906133e-06	1.73672776886761e-06	-2.05552498313447e-07	-1.45925994619531e-06	4.58682500302396e-07	-9.12900577682741e-07	1.35184037584117e-06	1.74627803145398e-07
ENSG00000113441	-2.54869721706709e-06	7.40467849989993e-07	-2.93047166320298e-08	-1.19493963140247e-06	-1.2074337570864e-08	5.7022979077097e-07	-1.39726973872163e-06	-4.82464466168413e-07	-2.28787121353862e-07
ENSG00000113460	1.22072248845786e-06	-5.12622460034582e-07	-2.24266752242247e-06	-9.0457409105344e-07	7.22197465921433e-07	-5.68323706807285e-08	1.33054494445287e-06	1.72803807885538e-07	3.97277646350611e-07
ENSG00000113575	-1.72524788039779e-06	1.46860429328352e-06	5.57312179473644e-07	-1.13068519156118e-06	-5.57253291261635e-07	8.09126061923919e-07	-1.44188007210558e-06	5.80543824931376e-07	-1.09953860148645e-07
ENSG00000113583	1.39985931775154e-06	6.89525350442038e-07	1.53782251490633e-06	2.49807873279001e-07	-1.53197951125139e-06	-3.12141551001562e-07	-1.92406385462033e-07	1.39357037053767e-06	7.91253938207115e-07
ENSG00000113732	-1.37468141656943e-06	1.75727091956425e-06	9.93936566991724e-08	-7.21473870800825e-07	7.77534650746038e-07	8.945309230586e-07	-9.28943326012723e-07	2.05896604309578e-07	-5.10485929232511e-07
ENSG00000113742	1.36786266082878e-06	-6.45092341031703e-07	5.05005567205467e-07	1.67638516036511e-07	-2.20615656354767e-06	-3.976558391887e-07	1.00198461946766e-06	1.31907030671596e-06	1.05593919939644e-06
ENSG00000113916	5.55484787404547e-07	3.56521852957332e-08	1.58700022475539e-06	1.35242208589752e-06	-1.44202365552193e-06	-8.102054400011e-07	-1.23499188750248e-08	1.53661143463297e-06	-9.36404811706771e-08
ENSG00000114021	1.27235911701549e-06	-7.33017111310652e-07	-1.99649336064906e-06	-7.93168856596435e-07	-2.01080905487155e-07	-3.48654312162348e-07	8.68668337499846e-07	8.50772979138898e-07	5.49598839266078e-07
ENSG00000114030	-2.59862577485165e-06	1.1273959359298e-06	5.57988823784289e-07	-1.21008651261135e-06	-4.2903685920298e-07	9.88222061060317e-07	-1.16556341389506e-06	-5.71555660697031e-07	-3.9874388768936e-07
ENSG00000114125	2.14105309828455e-06	-2.64086994840566e-07	-1.24371876130383e-06	1.45985778373225e-07	7.95824971194378e-07	-5.14019124115813e-07	1.39058447711071e-06	9.59879786493974e-07	4.0563996436336e-07
ENSG00000114316	-2.60678882747284e-06	4.73381971385106e-07	5.29046453489819e-07	-5.09796833939774e-07	4.08493583671728e-07	8.76405383306589e-07	-9.92861533974721e-07	-9.26693888384822e-07	-3.90091332128594e-07
ENSG00000114331	-2.17050362140665e-06	1.04725047715323e-06	1.53104770590853e-06	-1.5729214802276e-07	-9.90375966795986e-07	6.54490732672636e-07	-1.13506034322338e-06	2.75412164523876e-07	-2.84300544980057e-07
ENSG00000114573	-2.47904232688208e-06	9.09798879659171e-07	1.14016836983918e-06	-4.36876266340889e-07	-4.23756104310957e-07	8.1461616793118e-07	-1.22133044056204e-06	-3.67268797032821e-07	-4.09344672155431e-07
ENSG00000114853	2.00525726312492e-06	-4.60838759722529e-07	8.47775523580821e-07	1.30900557356565e-06	-1.04632759021093e-06	-9.86116352301422e-07	4.95547019288938e-07	1.2837281567814e-06	3.83864280145229e-07
ENSG00000115053	-2.34844064060648e-06	9.27831051878665e-07	5.07189267331799e-08	-1.46450223162417e-06	2.85864511141471e-07	8.46116658874922e-07	-1.51812838273964e-06	-4.54637728485565e-07	-6.58071574819762e-08
ENSG00000115091	-2.2046315349774e-06	1.97896576147424e-06	1.14616796872571e-06	-9.60325486762232e-07	-1.7489270509957e-07	1.01527358749643e-06	-1.52469551720116e-06	-4.69020597907422e-08	-1.56363710481364e-07
ENSG00000115129	2.14137899379004e-06	-2.87324496125696e-07	-1.08676436417258e-06	4.89864586562356e-08	-4.40077950100933e-07	-8.61972646049128e-07	1.23800394939334e-06	1.52102930279411e-06	6.6376542371508e-07
ENSG00000115155	5.98535159906988e-07	-8.61684940303557e-08	-2.70468192715382e-07	1.06454719943272e-07	2.00533407726916e-06	8.90925135520215e-07	1.25775183216221e-06	-1.93616840769658e-06	9.87457793065649e-08
ENSG00000115216	-2.18787859049197e-06	5.93365594153035e-07	-3.56849964481738e-07	-8.63381814166277e-07	1.012643953595e-06	8.42139872130928e-07	-1.07530055805711e-06	-9.94133743160508e-07	-4.94843638154807e-07
ENSG00000115232	-2.51179450747127e-06	8.45535293481999e-07	-2.8727590534957e-07	-1.69196417115529e-06	3.46625883966846e-07	9.20396810625664e-07	-1.39126409435766e-06	-8.14757948357811e-07	-3.86322085843895e-09
ENSG00000115234	-1.7485328664661e-06	6.44508418599188e-07	-3.76840835894143e-07	-8.30345851065821e-07	1.51777382405557e-06	5.66501952187799e-07	-1.05441252243457e-06	-1.17710232109952e-06	-4.8325775525463e-07
ENSG00000115241	-2.14321318009512e-06	1.14422314514872e-06	2.52021194034871e-07	-8.36460440862689e-07	9.1359073620462e-07	5.59060858189478e-07	-1.55349012728199e-06	-6.17232618342732e-07	-6.02624664491999e-07
ENSG00000115286	-2.54686787220752e-06	8.23662619204822e-07	-9.01422545999017e-07	-1.58431734930775e-06	7.52310864555175e-07	6.72825433762805e-07	-1.49506050347676e-06	-8.80394827507922e-07	-6.11696509777216e-07
ENSG00000115350	1.85636566396746e-06	-4.02640077744448e-07	-1.73123155428902e-06	-9.76048605918347e-08	5.87584746149222e-07	-6.00439527809483e-07	1.05449637127433e-06	1.03279126354023e-06	4.73462969853804e-07
ENSG00000115464	-3.21631187989459e-06	9.75615601542743e-07	-1.37829107210834e-07	-1.54079541110173e-06	-1.40673954254332e-08	1.0322556837257e-06	-1.30681744667735e-06	-6.42269671609462e-07	-4.27425848624998e-07
ENSG00000115548	-2.95585594706082e-06	2.84707306777567e-07	-4.33432441137731e-07	-1.29058339953794e-06	-2.16274743117709e-07	8.34369415984483e-07	-1.21290558729367e-06	-3.62271703638823e-07	-3.76812261497933e-07
ENSG00000115677	-2.8695065841885e-06	9.30449602727363e-07	3.50184186936757e-07	-1.00316877303721e-06	1.14775329368023e-08	5.71080049586381e-07	-1.67345326566344e-06	-3.09697718369817e-07	-7.1992608160999e-07
ENSG00000115762	-2.14150947771301e-06	1.08346714294135e-06	6.85534872228531e-07	-1.07539089296906e-06	-1.49334197133634e-07	9.39540226342323e-07	-1.02319124517283e-06	-2.41773517542247e-07	1.56024388240984e-07
ENSG00000115956	-2.17350627583233e-06	1.52091773900093e-06	8.73389027391527e-07	-5.15761991665525e-07	8.87472809399402e-07	1.18318540477656e-06	-9.57785469734904e-07	-1.05899963255962e-06	-3.18054319633553e-07
ENSG00000115970	-1.4537340100212e-06	-4.76932765708706e-07	-2.44893020737915e-06	-1.38146672289482e-06	8.89690054941087e-07	2.12610793369743e-07	-1.46771476577701e-07	-7.3378547343863e-07	-1.40732362736972e-07
ENSG00000116095	2.01370215830114e-06	-5.82106875397699e-07	-1.00363286511056e-06	-2.56251442924948e-07	-5.00436211257576e-07	-3.0338058305022e-07	1.57848911680462e-06	7.97921879850994e-07	8.31984402166337e-07
ENSG00000116273	1.32371730354776e-06	-1.10937817774891e-06	-1.33845661443589e-06	-2.43064122055425e-07	-1.21504225173675e-06	-6.63623826761521e-07	1.36814307501694e-06	1.34655927416433e-06	6.03387279103279e-07
ENSG00000116350	-2.74556999219219e-06	5.68952779069227e-07	-1.88835332739831e-08	-8.67465922355023e-07	-1.20397441158288e-08	4.39732130883809e-07	-1.0563183955254e-06	-3.25498324785042e-07	-3.62379818634573e-07
ENSG00000116489	-9.1175973251618e-07	1.89165893858773e-06	2.34077982580347e-06	-6.7143276907236e-08	-7.92888680764564e-07	8.5795171731769e-07	-1.10037406948255e-06	5.01415319465853e-07	9.61485338688519e-08
ENSG00000116525	1.24264989131231e-06	-2.04611455086758e-06	-1.37520365146834e-06	4.79891521770716e-07	4.36669081215132e-09	-7.21371006247891e-07	1.10722768351803e-06	-1.08848813672657e-07	3.81999894765172e-07
ENSG00000116663	7.21771051616423e-08	-1.35338379693787e-07	-2.31366528228991e-06	-1.0580195762979e-06	1.34246300523583e-06	2.63305195563009e-07	1.36668769821594e-06	-7.66133421279194e-07	5.0464697947871e-07
ENSG00000116667	1.30698768482907e-06	-4.29340197015666e-07	-1.73563597010239e-06	-8.62862784424362e-07	1.03499237230781e-07	-1.18494011332404e-07	1.45337301062687e-06	2.32066000369606e-07	6.59078903127712e-07
ENSG00000116701	-2.50970023247539e-06	1.62728079429589e-06	6.96917513640333e-07	-4.28677311153794e-07	7.29132361876218e-07	1.05925651937416e-06	-9.97355602198832e-07	-8.43559335252467e-07	-6.338981745544e-07
ENSG00000116786	-2.4455941290434e-06	1.13259147485259e-06	4.68702097449212e-07	-7.12089046132288e-07	6.81113475876945e-07	6.29994303464602e-07	-1.51019887316567e-06	-6.16394705596724e-07	-4.27013144070549e-07
ENSG00000116815	1.60495829983818e-06	9.01661442868495e-07	1.41614933329479e-06	4.93311921199084e-07	-1.47906819679068e-06	-2.07609932203535e-07	3.12335411412271e-07	1.75508697857123e-06	4.90909871272874e-07
ENSG00000117281	1.38764415146818e-06	-4.19686442617772e-07	-1.88248747847071e-06	-9.03699299649214e-07	5.9321901559184e-07	1.97153142977308e-08	1.48667515128715e-06	-6.60912416685142e-08	8.42383296015402e-07
ENSG00000117335	-2.07676733776664e-06	8.6737775200844e-07	1.33335430943413e-06	-3.42537240462292e-07	-6.30917621515778e-07	6.65732887206324e-07	-1.19465291638209e-06	-1.63523721620064e-07	-1.64856011997108e-07
ENSG00000117450	-1.44035438459577e-06	1.45803065939691e-06	-5.02750966810432e-07	-1.89832293583142e-06	3.59649510258285e-07	9.71921843960891e-07	-1.05765953508328e-06	1.59815187017131e-08	2.78542209607919e-08
ENSG00000117480	7.20534860893646e-07	-1.24189601392794e-06	-2.36429086585015e-06	-6.20218323409948e-07	2.47724500955709e-07	-4.41813899665316e-07	9.12300343337615e-07	-8.97802028238315e-08	2.19440247306178e-07
ENSG00000117500	-2.0915506566799e-06	9.8670704147959e-07	-3.30726560518125e-07	-1.64050513513418e-06	-2.05197299216225e-07	8.50062032636532e-07	-9.2128702803567e-07	1.65519431465118e-07	4.20361509169592e-08
ENSG00000117543	1.31371241348312e-06	-8.6926105585214e-07	-2.14799540097473e-06	-6.15133015123041e-07	-1.94673651882634e-07	-5.49574717018721e-07	9.00936669903595e-07	8.30777739509591e-07	4.38715031391715e-07
ENSG00000117625	1.77640468655055e-06	-1.02394515335506e-06	5.93011637472802e-07	5.98425618509981e-07	-1.35084026887087e-06	-4.11219174684374e-07	8.94064031588323e-07	7.65177788824748e-07	9.77972479402805e-07
ENSG00000117676	-2.52863653084528e-06	4.92421376554527e-07	4.22272527800979e-07	3.16425615528667e-07	8.04455338811723e-07	2.58271288693913e-07	-9.0968162279334e-07	-7.40037073336422e-07	-1.09642027465383e-06
ENSG00000118260	-2.33488476872277e-06	9.46232197942311e-07	7.33949572858484e-08	-1.41629298564889e-06	-3.86849611350639e-07	1.00339400656702e-06	-1.33172883609978e-06	-2.78567461587687e-07	-1.27386296627169e-07
ENSG00000118263	1.81376071759875e-06	-4.28212534911564e-07	1.56599006917668e-06	1.50867007300504e-06	-1.01946431793377e-06	-7.2092560336679e-07	3.61597402801363e-07	1.05889142613924e-06	3.14489090837793e-07
ENSG00000118308	-1.43725417775556e-06	1.62692959241973e-06	1.37143797561159e-06	-6.53118938569215e-07	-1.29706629240566e-07	1.31564590912841e-06	-1.12421181514466e-06	-4.05702965959481e-08	-5.9426191460982e-08
ENSG00000118369	1.7452174587679e-06	-3.80699375668456e-07	-1.32394895229983e-06	6.1077307195298e-08	-4.21362804527198e-07	-7.89301570628258e-07	1.06820435206847e-06	1.41899368582781e-06	5.57530864556254e-07
ENSG00000118564	-1.95141735590671e-06	1.56317690727642e-06	7.25082722421216e-07	-3.54961687558499e-07	8.1445022941289e-07	1.08880985121176e-06	-6.52037524743264e-07	-5.29071949237116e-07	-3.35800922799911e-07
ENSG00000118900	-2.23647397428922e-06	5.91891591858004e-07	1.11561797292039e-06	3.2991163173144e-07	3.4790098143863e-07	6.23531189753187e-07	-7.8585070861122e-07	-1.04343590692776e-06	-6.20463856519446e-07
ENSG00000118985	1.77131959064184e-06	-8.30108186434516e-08	1.17345815426512e-06	6.66419991317005e-07	-1.5183951817172e-06	-6.70710595875979e-07	3.04226479546523e-07	1.55755991929732e-06	9.96566011712058e-08
ENSG00000119383	-1.49864169823264e-06	1.04444812792127e-06	3.51073872143228e-07	-6.40640838222875e-07	1.23515252735696e-06	5.65735299066819e-07	-1.13400025448221e-06	-1.10405735760273e-06	-4.12324206257171e-07
ENSG00000119541	-2.4429187536337e-06	1.07353447935202e-06	3.95622401649691e-07	-9.56922914935252e-07	9.97759837095197e-08	1.07965499508099e-06	-9.51821050167468e-07	-2.3432669751354e-07	-3.23593598739349e-07
ENSG00000119669	1.02421002182559e-06	-7.79015445480678e-07	8.72576202891793e-07	1.25513022279291e-06	-1.35910228483102e-06	-9.57274090284664e-07	2.42484117174419e-07	1.21146158548292e-06	3.97731510713147e-08
ENSG00000119714	1.66688283230799e-06	-1.41636425774128e-06	-1.75661349211108e-06	3.22784070016696e-07	3.36969215993884e-07	-8.61996175844488e-07	1.12625397353665e-06	3.9744331225484e-07	4.72967290126457e-07
ENSG00000119778	1.04529221970597e-06	-7.36619076115666e-07	-8.19276414295498e-07	-1.87005570071035e-07	-1.62858674078509e-06	-7.24886241049218e-07	3.86153378784676e-07	1.49517296749907e-06	6.62276063444279e-07
ENSG00000119917	1.07323104960322e-07	-4.44172682324425e-07	-5.68624748582582e-07	-2.30553667301597e-07	1.37293269362086e-06	1.06463460560069e-06	1.32903718001476e-06	-2.02150805465679e-06	1.00950995033808e-06
ENSG00000120063	-2.07261054707804e-06	1.02271179289154e-06	1.16530289680639e-06	-5.18255559350737e-07	-3.66447630271395e-07	1.09979705879854e-06	-8.90386420313188e-07	-3.74560930075109e-08	5.161576677187e-08
ENSG00000120093	1.31462133435043e-06	-1.05480655712324e-06	-1.99435329854756e-06	-5.0484656323257e-07	-8.78307599365307e-07	-6.87755957369823e-07	1.17070975720398e-06	8.35626244470579e-07	6.31937294071152e-07
ENSG00000120334	1.27361630059867e-06	-7.13980059542532e-07	-1.84636245291526e-06	-5.31890829971441e-07	-2.83129418370204e-07	-4.36727486640156e-07	1.29296895920207e-06	5.27994348586391e-07	3.83536371352799e-07
ENSG00000120594	-2.88101073048544e-06	9.85339144790044e-07	2.34223984384128e-07	-7.95910130987117e-07	5.9827473981372e-07	1.0845190655828e-06	-7.48830420470745e-07	-8.29334724032607e-07	-3.73091202216534e-07
ENSG00000120616	-1.81334732418908e-06	1.25508570073705e-06	5.27889954807187e-07	-1.32076542415445e-06	-5.95572583550098e-07	9.85220757579028e-07	-1.10921771370638e-06	2.16818019827139e-07	2.51063928365383e-07
ENSG00000120662	1.52751996852286e-06	-3.39298011261012e-07	-1.1733155950971e-06	-4.34209005080321e-07	-1.10504671323889e-06	-5.68942463817218e-07	9.63847775405295e-07	1.36377013403581e-06	7.38161231362936e-07
ENSG00000120727	-2.07283465497354e-06	1.42303057405918e-06	-6.32918118944104e-08	-1.64662413928037e-06	3.67500716718649e-07	1.44332433292097e-06	-9.31838458769781e-07	-4.87337281124515e-07	9.14577653907724e-09
ENSG00000120738	1.15040458462984e-06	-3.59643217661839e-07	-3.2414844127911e-07	2.9899875412336e-07	2.17173901738134e-06	6.95786010607058e-07	1.46166027571895e-06	-1.76586676021145e-06	7.14059901302073e-08
ENSG00000120800	1.25445585226693e-06	-6.28608500656942e-07	-1.90593550368792e-06	-7.34154735081167e-07	-3.54460914901652e-08	-2.59697845117526e-07	1.31564762438779e-06	4.61772804489941e-07	5.84350941897828e-07
ENSG00000120868	-2.07430549001333e-06	1.39889966421803e-06	1.4166050846187e-06	-3.42911571707077e-07	-2.91522008318628e-07	7.44273674647559e-07	-1.07269099408393e-06	-4.8938623955088e-07	-3.4838415890967e-07
ENSG00000120948	-1.67403612490693e-06	1.17590085832639e-06	4.65748880630359e-07	-1.23731543127549e-06	-9.66658532756144e-07	3.99767385548072e-07	-1.33089835195199e-06	6.46245585331959e-07	3.58477371609091e-07
ENSG00000121210	-2.87152236109724e-06	8.22210489732111e-07	-2.98265521403405e-07	-9.57277997170788e-07	7.42598401418135e-07	6.09420080905304e-07	-9.90287786163171e-07	-1.1328833911935e-06	-5.09741962865418e-07
ENSG00000121579	-1.50683573549237e-06	9.40798764553804e-07	1.14900535001135e-06	-1.22437519281845e-06	-2.36390862307462e-06	5.81636381487366e-07	-1.37728220066875e-06	1.12390517452568e-06	4.37409106290867e-07
ENSG00000121807	-1.49317438152914e-06	1.26727185704972e-06	1.07278967540374e-06	-4.18872322841244e-07	-9.64445607657748e-07	-8.9437417421859e-08	-1.44498191298629e-06	9.33246215304445e-07	-6.03388587305053e-09
ENSG00000121864	1.38347682554265e-06	-9.08510556846059e-07	-1.32229180967877e-06	-3.79821046130902e-07	-1.43013037246654e-06	-7.18625299605785e-07	8.9579751151862e-07	1.06760866310647e-06	8.9875964272949e-07
ENSG00000122218	-2.99574967619136e-06	2.56571294590547e-07	-2.38168686146553e-07	-9.09187303037141e-07	-5.61196274856073e-08	5.06154225696695e-07	-1.10846409049375e-06	-4.13273111783597e-07	-4.26870238927752e-07
ENSG00000122566	-1.96544314031324e-06	1.11800407577212e-06	4.20316387050446e-07	-1.09108796568619e-06	1.42444055804395e-07	6.91085302856493e-07	-1.40121381194926e-06	1.70515857947832e-07	7.00228342322622e-09
ENSG00000122741	2.03013892973864e-06	-4.66785371458584e-07	6.3595805981459e-07	3.66119382041125e-07	-1.630425448037e-06	-5.6884088879114e-07	8.88786354858556e-07	8.51780092601757e-07	8.01692984416911e-07
ENSG00000123064	-2.51326396379448e-06	3.88714557963083e-07	-9.65332538116759e-07	-1.6212917018449e-06	8.19306960741482e-07	6.45128869914897e-07	-1.22489550377111e-06	-1.06291319526638e-06	-2.85495406519526e-07
ENSG00000123146	-2.80835423180912e-06	5.19547018408629e-07	3.27910686805021e-07	-1.44107801325632e-07	3.35484583036546e-07	4.70930906387341e-07	-9.29697490782121e-07	-5.79215852958628e-07	-8.59288172355086e-07
ENSG00000123268	1.80078938599096e-06	-1.06465814256695e-06	-1.40196244127699e-06	-3.7201984592689e-07	-1.54261685853411e-06	-8.5356155690362e-07	1.16901295514105e-06	1.34596489578391e-06	8.48988298293104e-07
ENSG00000123338	-2.58260801305068e-06	9.49317907442547e-07	1.89945598041312e-07	-6.86202711970873e-07	6.41796961409926e-07	5.91850841323904e-07	-9.85646330136729e-07	-7.77761398043512e-07	-2.81127894615959e-07
ENSG00000123395	-1.69961582555154e-06	9.93127867330205e-07	-1.50021583238031e-06	-1.58632160738436e-06	1.1132926761677e-06	5.1625952622405e-07	-6.73950171818227e-07	-5.9858518828768e-07	-5.63386611908953e-07
ENSG00000123405	1.8688697313684e-06	-6.75011585202451e-07	1.69261058665949e-06	1.63602096356041e-06	-9.60549424305735e-07	-5.26444864888344e-07	7.5342742855254e-07	2.82351555741789e-07	4.03442905624284e-07
ENSG00000123416	-2.57721464064631e-06	1.26753734304662e-06	-6.31162712340562e-07	-1.65754961971354e-06	6.39709934789942e-07	8.57957432054773e-07	-1.23528907494552e-06	-5.96980348171557e-07	-5.21908365294299e-07
ENSG00000123684	-3.40078753473475e-07	1.13493618276582e-06	2.58879373167221e-06	9.32201538603339e-07	-7.18075651439215e-07	3.34800441724723e-07	-9.27153143866856e-07	6.47524755458925e-07	-2.23300671440641e-07
ENSG00000123908	7.05542953852571e-08	-6.11998739759458e-07	1.69050393812805e-06	7.47461809961554e-07	-2.17182028910836e-06	-3.03178767215519e-07	-3.45928884086542e-08	7.54758804245189e-07	3.41273046357159e-07
ENSG00000124191	1.30723275668493e-06	-1.23884619650886e-06	-2.31872864904892e-06	-2.83714814803481e-07	5.86974511051208e-07	-4.92887510861203e-07	1.59152504046719e-06	-8.4733946503781e-08	2.40914790651209e-07
ENSG00000124201	-2.79208229113213e-06	4.95606709533236e-07	6.48796540785424e-08	-7.63204915864387e-07	2.29909997862985e-07	9.88607618141074e-07	-4.97089921825475e-07	-9.24186748670813e-07	-9.85730011440987e-08
ENSG00000124228	-2.2051331288502e-06	6.93594479162858e-07	-7.64675486636439e-07	-1.57066468999928e-06	4.53981164788597e-07	6.1627289520269e-07	-1.1739958349172e-06	-4.33830558259369e-07	-4.15712049705813e-08
ENSG00000124299	-2.29817515542451e-06	7.75170263897685e-07	-1.33538307755496e-06	-1.63678382418254e-06	9.55032980845223e-07	4.08854667983309e-07	-9.4740994479366e-07	-1.01444699743501e-06	-2.75525860290529e-07
ENSG00000124380	2.06286806973235e-06	-1.10150802937075e-06	-2.83626146713383e-07	1.10346222196437e-06	-4.56921037172018e-07	-1.0838263826995e-06	5.75640072334768e-07	1.17155374414014e-06	2.22748085756773e-07
ENSG00000124486	-2.73479493192422e-06	9.03024760686381e-07	5.19686491414375e-07	-9.60050149741214e-07	-4.13721339697233e-07	9.17947567186502e-07	-1.11700127461139e-06	-3.27884923500927e-07	-2.65801293215043e-07
ENSG00000124491	-2.45652798785421e-06	6.1591297396738e-07	4.87964654262364e-07	-7.83933043795608e-07	4.05633820679743e-07	1.30163047181622e-06	-5.35663262656829e-07	-1.28131752810805e-06	-7.75264648920418e-08
ENSG00000124596	1.68038482571732e-06	1.34349798767142e-07	-2.61274671798603e-07	-4.30450996584768e-07	-1.48271741489605e-06	-3.59627393591634e-07	4.01883673439127e-07	1.74338091456976e-06	8.49968425617587e-07
ENSG00000124788	5.8259458892348e-07	2.15242551668421e-07	1.64950744216762e-06	9.71130021398393e-07	-1.73857391007248e-06	-5.36320532526666e-07	-8.89875548463985e-08	1.52478955695439e-06	2.17010619858247e-07
ENSG00000125107	-3.26495156599382e-06	4.72372351604387e-07	-8.48039685224474e-07	-1.52098735648263e-06	4.88664587327309e-07	7.77175117338985e-07	-1.15508382483982e-06	-8.47427024137965e-07	-4.11208168770054e-07
ENSG00000125148	-1.85251997313006e-07	2.77113791359928e-07	-8.85845881332557e-07	-9.68585622593328e-07	1.12272872596807e-06	8.08419101789275e-07	9.97757796594341e-07	-1.61797513356532e-06	8.14229766555313e-07
ENSG00000125304	-2.56661323974958e-06	1.23603889690531e-06	5.97673037930828e-07	-9.05010889575475e-07	-3.74932653652626e-07	6.62169899481745e-07	-1.39791992013299e-06	-9.31545008953335e-08	-4.37383716731925e-07
ENSG00000125352	-8.02787252584677e-07	4.91135697031424e-07	-1.64678930710192e-06	-1.58584514329065e-06	1.30888894867621e-06	6.48529816167554e-07	8.44633735336003e-08	-6.97589739301792e-07	-1.17688371352173e-08
ENSG00000125458	-1.09087754694299e-06	8.10915814930049e-07	-1.23670480012408e-06	-1.25532248537204e-06	1.56432330415926e-06	7.68211424755276e-07	-4.55268686098666e-07	-6.37603687362933e-07	-5.43424330763773e-07
ENSG00000125482	2.41195691417197e-06	-5.45114596391454e-07	-8.87074507247354e-07	1.71055469822003e-07	1.05384933749671e-06	8.29735543770456e-08	1.89225802501496e-06	1.56866290113603e-07	7.12494333089165e-07
ENSG00000125505	-2.31483809323587e-06	5.70933155202927e-07	8.14098052711445e-07	5.0336286588919e-07	9.05157924488814e-07	4.30148771128906e-07	-8.24504738630649e-07	-1.2439517381336e-06	-1.05784738103038e-06
ENSG00000125534	1.77025706841409e-06	-1.77747283639975e-06	-3.45737954146444e-07	9.45146148317386e-07	-5.62887808186077e-07	-8.87292091899774e-07	7.92177924476636e-07	1.28941857487599e-07	4.26783704213661e-07
ENSG00000125651	-2.48569887722024e-06	6.91642175568569e-07	-4.89269632247715e-07	-1.31505607186598e-06	8.00773038145101e-07	7.60510218770748e-07	-1.43082410276861e-06	-1.04180993387484e-06	-3.67465796551558e-07
ENSG00000125810	-2.20412946999382e-06	8.23806032006995e-07	1.16618998634533e-06	-1.26165317173906e-07	-9.58475384735123e-07	1.97198733005179e-07	-1.11535662935075e-06	5.66637376596384e-09	-4.58030218836462e-07
ENSG00000125835	-1.72833975451534e-06	9.56072089229359e-07	-2.74947924036825e-07	-1.08318875511909e-06	1.0914332693035e-06	5.93279095764441e-07	-1.28476722894489e-06	-5.68022607453847e-07	-4.53490196134167e-07
ENSG00000125944	-2.45789612957717e-06	9.92448158475104e-07	-3.90672041856248e-07	-1.80916024685548e-06	1.17447311928852e-07	8.39789327411898e-07	-1.45033642622046e-06	-2.97211554456045e-07	-9.56676562087499e-08
ENSG00000125971	2.54587985183482e-06	-1.24420279874096e-06	2.37148980849257e-07	1.2992462398547e-06	-3.36104583345302e-07	-7.93451113724688e-07	1.00647793124562e-06	6.58399637716216e-07	5.86204297306761e-07
ENSG00000126005	2.09183081633027e-06	-1.5825062555641e-06	2.58687256153046e-07	1.14357977797964e-06	-1.00377415091605e-06	-9.52975753793028e-07	7.64887273473573e-07	5.38256499180151e-07	5.02060956680313e-07
