Module	ctrl_0	PBS_24	PBS_48	BMP2_24	BMP2_48	IFNG_24	IFNG_48	TGFB_24	TGFB_48	HGF_24	HGF_48	OSM_24	OSM_48	EGF_24	EGF_48
P1_I1_M34	0.0655540261096229	0.238155752589832	0.267305189702745	0.112523839922885	0.185277135154691	-0.230297822003652	0.0327943121259619	0.00688053812956116	0.0977798998947536	0.122970667976956	0.207681874923495	-0.51792632450366	-0.652978534789642	0.00152687675306823	0.0627525680133829
P1_I1_M40	0.0892036110499636	-0.0832472591878821	-0.168182160700647	0.265834059631137	0.259456530398087	-0.0188282850120405	0.147184305559512	0.290636919482205	0.220379357489415	0.0164272890018937	-0.0164527719571127	-0.50590553943337	-0.630657305389137	0.0500543480863141	0.0840969009816606
P1_I1_M33	-0.14232962860805	0.036760706949768	0.0791109737151459	0.0906056922421563	0.0334774774944025	0.209424945003765	0.537588545472775	0.385788702164399	0.241089576216914	-0.159771540232904	-0.126470704305067	-0.361038763469287	-0.387093142642202	-0.16506401575241	-0.272078824249408
P1_I1_M42	-0.0139352418967083	-0.212268879717195	-0.257059682189072	-0.112869891953423	-0.150528737681701	-0.360710094984894	0.64796582565336	0.438920271300364	0.289165704065601	-0.0637580589904338	-0.103832528097471	-0.0696539507627344	-0.0777438977653348	0.0335446148011774	0.0127645482184655
P1_I1_M41	-0.135717128785671	0.80831078035425	-0.0524382605075434	-0.191893423247792	-0.0828926514352186	-0.190306210276354	-0.10876400976347	-0.146923708522485	0.42535022050876	-0.0107468035716125	-0.0588602955446503	-0.0769742795993563	-0.116128452526128	0.0251222335586568	-0.0871380106413852
P1_I1_M8	-0.0503696854526135	0.200523461879375	0.18870518139005	0.100849517706245	0.109976622513612	-0.355840305599299	-0.363306862207324	0.526135556418317	0.44819056068793	-0.0278951632644347	0.00862194827733567	-0.247960639794619	-0.203242540587691	-0.12525060260965	-0.209137049357234
P1_I1_M15	-0.185714221890154	0.248630204970995	0.20499701746737	-0.121082224566408	-0.0647124576917661	-0.241087324677722	0.395990714553912	0.422809802372692	0.398549064046316	-0.132113347542138	-0.0203413163543659	-0.289889603897266	-0.00227776851975868	-0.30363991261336	-0.310118625658345
P1_I1_M30	-0.230386989397174	0.331812299431673	0.388212313181459	0.000335314697348538	-0.0574462758835641	-0.243289359763418	-0.0498751001491144	0.443001505881575	0.215378490370049	-0.155048110505939	-0.0112130845394457	-0.0834533147214246	0.218183896626158	-0.32732244204614	-0.438889143182044
P1_I1_M48	0.109397512983009	-0.217309610882693	-0.130564517729201	0.161985561942041	0.138471794319125	0.391897035260719	0.468550025961332	-0.264098861885295	-0.322497509157492	0.047751726419202	0.00365647859738364	-0.245613525469008	-0.463630229301713	0.128934306900928	0.193069812041665
P1_I1_M39	0.199717080301565	0.182180394301913	0.252569805485877	0.0321883435123209	0.0213459332977958	-0.0559252970003652	0.226245677182313	-0.34929790045582	-0.39451174986811	0.192044004606701	0.300175428159591	-0.357698426527721	-0.487781429454251	0.0549091688846552	0.183838967573533
P1_I1_M45	-0.0255611718386095	0.300885557135376	0.192503820260582	0.111846240314955	-0.0544357857255193	0.386158441273467	0.47666275743037	-0.330124294899234	-0.356813326374975	0.0543517767063311	0.0606028144494114	-0.270158503198471	-0.389422747490831	-0.0695161780708107	-0.0869793999720396
P1_I1_M24	-0.0146663016570011	0.118757901526135	0.0978426570534273	-0.291155533396969	-0.180082442477106	-0.0649936374761804	0.611132259702016	-0.506953209065848	-0.291305330744906	0.0929301593960377	0.212309895876638	-0.0872527694027747	0.0629937052927995	-0.0300131416634592	0.270455787037191
P1_I1_M31	-0.0465950666899728	0.16341152446254	0.227162730944258	-0.164486891859306	-0.1484147487238	0.171244970698008	0.2507085032447	-0.592158564307534	-0.500566349774684	0.0575455496643257	0.174093876539112	0.0506526482388494	0.360705463766906	-0.074938980687344	0.0716353344839414
P1_I1_M6	-0.0786181072814221	0.0152744168614067	-0.0215722036148014	-0.141026106106557	-0.114877468507154	-0.0342407074495647	0.953900708931942	-0.131122589732878	-0.066211497640971	-0.0752352259076673	-0.0460292764517896	-0.0772558395036742	-0.0206016234385644	-0.0824089398162423	-0.0799755403420631
P1_I1_M9	-0.165361815274094	0.31270987321644	0.400546596752736	-0.176427617574411	-0.153428563594225	-0.0311801481209142	0.692605416003528	-0.206953162417191	-0.13817021956969	-0.0624768526562508	0.077898113850071	-0.19220684642243	0.0137547785374087	-0.209411720609577	-0.161897832121402
P1_I1_M21	-0.0260693122467454	-0.175075629389352	-0.158752914283893	-0.154538497996936	-0.142501713184472	0.417858807134621	0.631800438280919	-0.415065366748502	-0.330308345700962	-0.00811642266525535	-0.0176702507822584	0.0664224638176132	0.0877998890439999	0.0551811674404154	0.169035687280808
P1_I1_M5	-0.112244327341949	-0.150970463724406	-0.165611462373494	-0.105765307876633	-0.116724157327788	0.596202317251873	0.700114559696182	-0.023205715111749	-0.0597092956724134	-0.13159639803709	-0.145276887693712	-0.0314221004272446	-0.051938347370916	-0.0917144095040588	-0.110138004486601
P1_I1_M13	-0.150923536531099	0.122633070444848	0.151182257954619	-0.197964707333022	-0.174305528682116	0.488876313264756	0.672085117754373	-0.254617222907432	-0.214063660254798	-0.0879496106987395	0.0242663636805603	-0.115858041658665	0.0333359485532512	-0.17600896622045	-0.120687797366087
P1_I1_M43	0.372128206900548	-0.0879359764977361	-0.213198581234664	-0.105219044504773	-0.146329365262989	-0.305645491382797	-0.262738185972058	-0.0372247718850875	-0.0702557755402161	0.318329212291705	0.187569599695302	-0.146731931164673	-0.325764459890092	0.36550773877296	0.457508825674572
P1_I1_M17	0.144021759507577	0.190064945441278	0.26907740853009	-0.0348574819117606	0.035099713665659	-0.280203244454982	-0.4256449957909	-0.440630610334892	-0.323301293529838	0.246556046274834	0.326567458109258	-0.0897028736071772	-0.0814334510196948	0.132255542345744	0.332131076774801
P1_I1_M20	0.0873458645546215	-0.0215813974213825	0.183113215433932	-0.14386800496949	-0.033764337006652	-0.0512280681623643	-0.149520800828655	-0.619095160208934	-0.481259874758757	0.145836901512211	0.260744502207439	0.0852088754410029	0.206302075468371	0.175880480760753	0.355885727977905
P1_I1_M44	-0.124490316501335	0.572559294677447	-0.00985142290308947	-0.209313334483121	-0.0652915435380817	-0.161791116842446	-0.0654172925931581	-0.245577197762122	-0.247206610529381	0.030006753354675	0.225749617901344	0.590235419832141	-0.176068392156829	0.0405510442058057	-0.154094902661849
P1_I1_M46	-0.0639045636391105	0.0429588118283775	0.633153835396948	-0.263935363990069	0.0145992459393258	-0.173852634075223	-0.164735030412227	-0.230363779686091	-0.213633847128647	-0.122889448997087	-0.0138782516711973	0.510264859935351	-0.22774251509854	0.170030140591835	0.103928541006355
P1_I1_M19	-0.0420819632040853	0.392555538372191	0.383313541345632	-0.0533675548914311	0.0556278529836882	-0.514282146304463	-0.439885069148249	0.0817371768023044	0.197824895592129	0.0915356810593902	0.28118163695045	-0.217321031166146	0.0733686023633734	-0.196549682990679	-0.0936574777641038
P1_I1_M26	0.0921187606707059	0.18820508166711	0.221156478171099	0.0309261018587984	0.075503151327547	-0.48615053259562	-0.747844670006857	-0.0668569235982897	0.0309099545670779	0.159442372509929	0.207088216381294	0.0144622891108572	0.0754040155658235	0.0573149125704368	0.148320791800088
P1_I1_M1	-0.0768876689288359	0.534420226255736	0.552645857460757	-0.179399583339135	-0.135948042267812	-0.28207709485179	0.125864398013454	-0.26078295637909	-0.171557044208454	0.0587189271293705	0.259330287727047	-0.202177044929801	0.0609923998817875	-0.187234529920974	-0.0959081316422611
P1_I1_M7	-0.0698691735032688	0.346557817954438	0.440981631013521	-0.14430565360119	-0.0883861711890794	-0.272457223266255	-0.18350785362574	-0.374895496413417	-0.337939450808681	0.0880634133862982	0.284857534102429	0.0392403993558873	0.424816299599515	-0.134115402161695	-0.0190406708427611
P1_I1_M12	-0.00546919053799387	0.491332972911714	0.511524886061812	0.161249818164695	0.172472601222151	-0.281712725786894	-0.187712769206056	-0.25085546858035	-0.261972303478716	0.108820687530032	0.225559531361379	-0.254492744347576	-0.202698485781948	-0.092058770766438	-0.133988038765811
P1_I1_M14	-0.0752473000990988	0.188300628940214	0.898603298545213	-0.126379164749293	-0.054361402761163	-0.19866692345822	-0.0879235680493205	-0.162299567011624	-0.0352536407048964	-0.0311002908647966	0.100447718979636	-0.118559975793081	-0.139811595581751	-0.0618457208554055	-0.0959024965364139
