probeset,ctrl_0,PBS_1,PBS_4,PBS_8,PBS_24,PBS_48,BMP2_1,BMP2_4,BMP2_8,BMP2_24,BMP2_48,IFNG_1,IFNG_4,IFNG_8,IFNG_24,IFNG_48,TGFB_1,TGFB_4,TGFB_8,TGFB_24,TGFB_48,HGF_1,HGF_4,HGF_8,HGF_24,HGF_48,OSM_1,OSM_4,OSM_8,OSM_24,OSM_48,EGF_1,EGF_4,EGF_8,EGF_24,EGF_48
204995_at,5.629325032234192,5.225900173187256,5.493849992752075,5.985000133514404,5.731900215148926,5.678100109100342,5.416800022125244,5.538300037384033,5.828099966049194,5.9054999351501465,5.810200214385986,5.313899993896484,5.493649959564209,5.837349891662598,6.004300117492676,6.087299823760986,5.516900062561035,5.7697999477386475,5.99459981918335,5.8225998878479,6.018199920654297,5.44789981842041,6.162399768829346,5.934250116348267,6.043700218200684,5.271599769592285,5.293950080871582,5.55649995803833,5.728800058364868,5.573800086975098,5.329599857330322,5.442599773406982,5.7032999992370605,5.970799922943115,6.235599994659424,5.894899845123291
218571_s_at,9.454625129699707,9.630999565124512,9.300649642944336,9.803199768066406,9.689000129699707,10.06470012664795,9.395600318908691,8.7420501708984375,8.97819995880127,9.593600273132324,9.581999778747559,9.314599990844727,9.29884958267212,9.321799755096436,9.23900032043457,9.552300453186035,9.395600318908691,9.174449920654297,9.51669979095459,8.997900009155273,9.391300201416016,9.272899627685547,9.226099967956543,9.445899963378906,9.76669979095459,9.635899543762207,9.749600410461426,9.587399959564209,9.186549663543701,9.327500343322754,9.709799766540527,9.558699607849121,8.974199771881104,9.492400169372559,9.434800148010254,9.58590030670166
203546_at,11.692024946212769,10.710200309753418,11.88005018234253,10.807900428771973,11.669500350952148,11.072699546813965,11.770099639892578,11.754350185394287,10.926450252532959,11.661199569702148,8.921799659729004,12.136350154876709,11.444299697875977,9.064349889755249,10.89579963684082,10.097299575805664,11.520400047302246,11.869400024414062,10.90880012512207,11.972700119018555,9.749699592590332,12.017999649047852,11.287400245666504,9.817950248718262,10.34000015258789,11.770999908447266,10.522150039672852,10.539700031280518,9.710299968719482,11.302800178527832,11.438599586486816,10.215800285339355,12.659349918365479,9.223699569702148,10.640899658203125,8.996000289916992
201339_s_at,7.875025033950806,7.984000205993652,7.81065034866333,8.405200004577637,8.353899955749512,9.3423004150390625,8.097200393676758,7.863250017166138,8.11139988899231,8.242199897766113,8.830300331115723,7.821899890899658,7.983649969100952,8.054349899291992,8.029399871826172,8.296199798583984,7.904300212860107,7.796600103378296,8.220000267028809,8.170050144195557,8.671199798583984,7.783999919891357,8.331199645996094,8.356500148773193,8.302900314331055,9.13029956817627,7.899100065231323,8.304049968719482,8.152599811553955,8.3572998046875,8.964599609375,7.9222002029418945,7.71875,8.048100471496582,8.197500228881836,8.619600296020508
221449_s_at,8.412699937820435,8.289299964904785,8.48169994354248,8.571499824523926,8.70740032196045,9.194000244140625,8.499699592590332,8.330900192260742,8.299949645996094,8.133099555969238,8.142999649047852,8.539899826049805,8.36549997329712,8.260550022125244,8.116600036621094,8.290499687194824,8.645500183105469,8.363999843597412,8.322699546813965,8.529900074005127,8.24530029296875,8.547300338745117,8.549099922180176,8.286200046539307,8.202500343322754,8.87660026550293,8.51485013961792,8.390350341796875,8.365949630737305,8.324299812316895,8.632200241088867,8.467000007629395,8.550749778747559,8.331600189208984,8.024399757385254,8.207200050354004
204828_at,4.025550007820129,4.18179988861084,4.027649998664856,4.395500183105469,4.114999771118164,4.237299919128418,4.15310001373291,4.193249940872192,4.383650064468384,4.3678998947143555,4.533100128173828,4.143499851226807,4.309549808502197,4.6757001876831055,4.867000102996826,4.807199954986572,4.143499851226807,4.158349871635437,4.4039998054504395,4.127900123596191,4.160600185394287,4.091100215911865,4.307000160217285,4.447999954223633,4.39900016784668,4.292600154876709,4.206000089645386,4.126500129699707,4.463750123977661,4.434199810028076,4.289100170135498,4.344099998474121,4.064649820327759,4.380300045013428,4.410099983215332,4.367099761962891
203258_at,9.09987497329712,9.223799705505371,8.866100311279297,9.223699569702148,8.17300033569336,7.222599983215332,9.063199996948242,9.087900161743164,9.222399711608887,9.207900047302246,9.0055999755859375,9.121500015258789,9.053899765014648,9.198399543762207,9.515999794006348,9.133000373840332,9.257599830627441,9.226399898529053,9.38659954071045,8.3572998046875,8.78320026397705,8.969599723815918,9.652400016784668,9.385900020599365,9.130499839782715,8.037099838256836,9.47689962387085,9.094099998474121,8.730000019073486,7.943600177764893,7.398499965667725,9.097100257873535,9.038099765777588,9.48289966583252,9.116600036621094,8.90060043334961
209875_s_at,4.144424915313721,4.0767998695373535,4.228800058364868,4.671599864959717,4.298799991607666,4.118800163269043,4.125100135803223,4.032850027084351,4.277250051498413,4.291299819946289,4.183700084686279,4.0625,4.2517499923706055,4.127949953079224,4.125199794769287,4.132199764251709,4.0482001304626465,4.2639501094818115,4.3125,4.2706499099731445,4.2718000411987305,4.245200157165527,4.513899803161621,4.379649877548218,4.251500129699707,4.241300106048584,4.017150044441223,4.918900012969971,4.795500040054321,5.087800025939941,4.304699897766113,4.097099781036377,4.191049814224243,4.4039998054504395,4.263299942016602,4.170000076293945
200825_s_at,9.49304986000061,9.11299991607666,9.267799854278564,9.169599533081055,9.448800086975098,8.636099815368652,9.890600204467773,10.284850120544434,9.66004991531372,8.776200294494629,7.656099796295166,9.917799949645996,9.017199993133545,9.299049854278564,9.072500228881836,7.752399921417236,9.727800369262695,9.220550060272217,9.931599617004395,10.158300399780273,8.182499885559082,9.59939956665039,8.780599594116211,8.793299674987793,8.189000129699707,8.21560001373291,9.324850082397461,9.03784990310669,9.034549713134766,8.865099906921387,8.525500297546387,9.243800163269043,9.739749908447266,9.150899887084961,9.041199684143066,7.732900142669678
205202_at,11.00332498550415,11.056699752807617,10.929450035095215,11.351699829101562,10.72029972076416,10.757399559020996,10.81760025024414,10.717750072479248,10.812649726867676,10.884400367736816,11.313300132751465,10.922549724578857,11.01265001296997,10.827250003814697,10.668100357055664,11.130499839782715,10.686300277709961,10.95989990234375,11.179900169372559,10.987299919128418,11.37600040435791,10.897500038146973,11.177900314331055,11.320300102233887,11.10200023651123,11.271900177001953,10.850550174713135,11.254349708557129,10.991700172424316,10.712699890136719,10.661999702453613,11.24429988861084,10.649050235748291,11.241299629211426,11.051899909973145,11.453900337219238
209189_at,6.443174958229065,6.003600120544434,5.780449867248535,5.589900016784668,5.428599834442139,6.205100059509277,7.5015997886657715,7.8167500495910645,7.006550073623657,6.783599853515625,6.865099906921387,6.8368000984191895,7.3719000816345215,7.323199987411499,6.848100185394287,7.258699893951416,8.5121002197265625,7.0269999504089355,6.45989990234375,6.486999988555908,7.285399913787842,7.307499885559082,6.991099834442139,6.186300039291382,6.002699851989746,6.5335001945495605,7.5315001010894775,7.26609992980957,6.726049900054932,6.910999774932861,7.911600112915039,7.343299865722656,7.232049942016602,7.034299850463867,6.619699954986572,7.279200077056885
210105_s_at,5.345024943351746,5.440700054168701,5.45959997177124,5.073299884796143,5.52370023727417,4.963600158691406,5.5808000564575195,5.874549865722656,5.298949956893921,4.984899997711182,4.6585001945495605,5.665899991989136,5.011250019073486,5.177249908447266,5.15310001373291,4.853600025177002,5.629000186920166,5.312999963760376,5.61299991607666,5.460400104522705,4.905300140380859,5.840099811553955,5.118199825286865,4.908550024032593,4.875800132751465,4.8242998123168945,5.493300199508667,5.022350072860718,4.958899974822998,5.253799915313721,4.968599796295166,5.3831000328063965,5.65310001373291,5.0518999099731445,5.007599830627441,4.64870023727417
219952_s_at,5.025050044059753,4.707699775695801,4.947399854660034,4.655700206756592,5.329599857330322,5.082300186157227,5.193600177764893,5.448450088500977,5.244050025939941,5.15310001373291,4.901700019836426,5.436500072479248,5.131249904632568,4.889800071716309,5.229800224304199,4.6585001945495605,5.3831000328063965,5.173849821090698,4.831600189208984,5.360399961471558,4.8130998611450195,5.1855998039245605,4.787399768829346,4.726249933242798,4.949999809265137,4.8130998611450195,4.606149911880493,4.7522499561309814,4.873349905014038,4.926000118255615,4.804999828338623,4.794600009918213,5.525199890136719,4.848299980163574,4.901700019836426,4.64870023727417
202431_s_at,12.541900157928467,11.3149995803833,12.01294994354248,12.550800323486328,12.326600074768066,12.8858003616333,11.43649959564209,11.916399955749512,11.807799816131592,12.206199645996094,12.32759952545166,11.2982497215271,12.20900011062622,12.13159990310669,12.149700164794922,12.65310001373291,11.39900016784668,11.528549671173096,11.23449993133545,10.962699890136719,11.382100105285645,11.942299842834473,13.576399803161621,12.725250244140625,12.451199531555176,13.000699996948242,12.789899826049805,12.745250225067139,12.770450115203857,12.848799705505371,13.096500396728516,12.02239990234375,12.029500007629395,12.397700309753418,12.56309986114502,12.693699836730957
201565_s_at,4.3475000858306885,5.1321001052856445,4.9123499393463135,5.347799777984619,6.0980000495910645,7.1128997802734375,4.987400054931641,4.720950126647949,5.544849872589111,5.499199867248535,6.620500087738037,4.258900165557861,3.9416000843048096,4.3401501178741455,4.125199794769287,4.2596001625061035,4.453700065612793,4.489250063896179,4.423500061035156,3.969399929046631,4.091000080108643,4.42549991607666,4.072400093078613,4.830450057983398,4.867000102996826,6.154300212860107,4.177500009536743,4.44920015335083,4.5662500858306885,4.635200023651123,6.703000068664551,4.440899848937988,4.045349836349487,4.454800128936768,4.211699962615967,4.5370001792907715
203616_at,8.255199909210205,8.536299705505371,8.11175012588501,8.612500190734863,8.244099617004395,8.435700416564941,8.20930004119873,7.976349830627441,8.534749984741211,8.615599632263184,9.037699699401855,8.206399917602539,8.144699811935425,8.926050186157227,8.78219985961914,9.214200019836426,8.424500465393066,7.949849843978882,8.551199913024902,8.439200401306152,8.790300369262695,8.339200019836426,8.512200355529785,8.925999641418457,8.73840045928955,9.151200294494629,8.392350196838379,8.15245008468628,8.75225019454956,8.302900314331055,8.625100135803223,8.507200241088867,7.958199739456177,8.385499954223633,8.705699920654297,9.145700454711914
209662_at,7.694000005722046,7.968699932098389,7.642250061035156,8.410300254821777,7.817699909210205,8.017999649047852,7.7453999519348145,7.357750177383423,7.604549884796143,7.606900215148926,8.104999542236328,7.428100109100342,7.3561999797821045,7.694299936294556,7.735099792480469,8.20110034942627,7.81850004196167,7.41504979133606,7.700200080871582,7.069699764251709,7.5406999588012695,7.626500129699707,7.453400135040283,8.050649881362915,7.998000144958496,8.216400146484375,8.031650066375732,7.615400075912476,7.8673999309539795,8.00879955291748,8.454700469970703,7.8196001052856445,7.13985013961792,7.886099815368652,7.907800197601318,8.576399803161621
204679_at,10.832025051116943,10.967900276184082,10.64394998550415,11.314200401306152,10.349900245666504,9.727399826049805,10.72819995880127,10.420900344848633,10.762400150299072,10.394100189208984,10.187999725341797,10.511549949645996,10.558200359344482,10.881199836730957,10.014300346374512,9.757200241088867,10.594200134277344,10.723100185394287,11.019100189208984,10.900599956512451,10.928000450134277,10.40880012512207,10.645099639892578,11.127950191497803,10.416600227355957,9.750699996948242,10.996900081634521,10.77109956741333,10.78635025024414,10.213800430297852,9.613699913024902,10.911600112915039,10.458450317382812,11.233599662780762,10.517800331115723,10.2475004196167
212849_at,7.511450171470642,7.883999824523926,7.665300130844116,7.681300163269043,7.259500026702881,7.252699851989746,7.610000133514404,7.632150173187256,7.585700035095215,7.416200160980225,7.351099967956543,8.099050045013428,7.703949928283691,7.788249969482422,7.3454999923706055,7.191500186920166,7.64900016784668,7.582899808883667,7.665999889373779,7.239099979400635,7.117599964141846,7.567299842834473,7.604499816894531,7.407800197601318,7.440899848937988,7.414599895477295,7.708250045776367,7.576249837875366,7.498199939727783,7.223999977111816,7.420499801635742,7.36899995803833,7.873299837112427,7.527400016784668,7.4207000732421875,7.492099761962891
201664_at,10.049950122833252,9.930399894714355,9.877749919891357,10.046500205993652,9.462499618530273,7.260799884796143,10.021900177001953,9.827899932861328,9.466249942779541,9.672699928283691,9.78439998626709,9.678899765014648,10.08115005493164,9.790249824523926,9.975799560546875,9.974800109863281,10.028300285339355,9.988150119781494,9.59160041809082,8.726450204849243,9.295299530029297,9.976099967956543,10.289999961853027,10.0135498046875,10.100000381469727,9.472100257873535,9.996299743652344,10.258950233459473,9.738800048828125,9.859100341796875,9.034899711608887,10.062299728393555,9.67175006866455,9.94279956817627,9.967900276184082,9.758299827575684
202052_s_at,13.608674764633179,12.951199531555176,13.18655014038086,12.381699562072754,13.050399780273438,11.846799850463867,12.958600044250488,13.894899845123291,13.459049701690674,12.45829963684082,11.652400016784668,13.264949798583984,14.011199951171875,12.760550022125244,12.485699653625488,11.564599990844727,13.225000381469727,13.931900024414062,13.379599571228027,13.290599822998047,12.8858003616333,13.283100128173828,13.84939956665039,12.519100189208984,12.115300178527832,11.026900291442871,12.851449966430664,13.118549823760986,13.002799987792969,12.149700164794922,11.427000045776367,12.89430046081543,14.432149887084961,12.52750015258789,12.511699676513672,11.445799827575684
201827_at,7.287124991416931,6.988500118255615,7.177249908447266,7.2220001220703125,8.004599571228027,8.139100074768066,6.948200225830078,7.966149806976318,7.715100049972534,7.373899936676025,7.662899971008301,7.4928998947143555,7.0792999267578125,7.157449960708618,7.305500030517578,7.456600189208984,7.44379997253418,7.507050037384033,7.548500061035156,7.210249900817871,6.912300109863281,7.214300155639648,7.541600227355957,6.8724000453948975,7.197400093078613,8.386899948120117,6.81600022315979,6.806199789047241,7.0931501388549805,7.305500030517578,7.528900146484375,6.751299858093262,7.501049995422363,7.000800132751465,6.9542999267578125,7.1981000900268555
218435_at,11.204174995422363,11.486900329589844,10.954299926757812,11.01039981842041,12.423500061035156,13.399999618530273,10.628600120544434,11.225450038909912,10.609899997711182,11.31029987335205,11.923399925231934,10.31659984588623,10.79384994506836,10.878099918365479,11.491700172424316,12.645299911499023,10.75879955291748,11.088500022888184,11.132599830627441,10.158300399780273,11.453900337219238,11.143400192260742,11.145899772644043,11.635650157928467,11.70419979095459,13.000699996948242,11.1107497215271,11.014400005340576,11.46304988861084,11.320599555969238,11.827199935913086,11.192399978637695,11.003900051116943,11.544500350952148,11.48069953918457,12.263500213623047
