feature,BMP2_1,BMP2_24,BMP2_4,BMP2_48,BMP2_8,ctrl_0,EGF_1,EGF_24,EGF_4,EGF_48,EGF_8,HGF_1,HGF_24,HGF_4,HGF_48,HGF_8,IFNG_1,IFNG_24,IFNG_4,IFNG_48,IFNG_8,OSM_1,OSM_24,OSM_4,OSM_48,OSM_8,PBS_1,PBS_24,PBS_4,PBS_48,PBS_8,TGFB_1,TGFB_24,TGFB_4,TGFB_48,TGFB_8
cateninbeta_4_af647cy5_txt_lawsls9_centcyto,29.746883295873946,16.082884361522154,45.22622742509741,-130.39743668070528,48.52213711426133,52.15191342339656,33.71336044862257,33.027491630149576,35.35153964002318,-80.80596097211821,44.7948558003859,33.46348521986379,4.947434379849745,35.401456212650146,-201.11138072934966,35.73538886125257,39.66489897382741,15.391846463767234,46.044666935692796,19.488837933434326,52.184662061725376,39.119645805656766,-51.6887042191439,45.04108324509412,-221.30659387705845,40.44250871721252,53.58179923822287,-82.98621277093957,32.36191173079204,-133.89106226878133,19.49095908085733,32.7886108204071,28.611304283116933,40.03607370837578,-8.33438971756363,38.0227617291114
cateninbeta_4_af647cy5_txt_lawsls9_cytoplasm,80.01321831624054,62.67677443703806,77.86546899764596,62.43452096997974,68.62376377266075,77.14934198213787,69.58821644134915,65.27249766829229,73.50885115827343,61.38627877444834,69.71392585051132,68.247182283182525,56.33036869401655,74.7242837332677,77.14894242570242,63.68644735658737,77.40883654633262,61.40797139119093,75.2268435374685,50.04914680127815,70.99320463837466,66.1165479358262,58.68343369112186,73.75021427670308,65.6904370259425,70.09229514633151,81.34556378129112,41.852008614811844,72.74117625983563,44.1999676910912,64.8311377110191,75.17380881214496,83.98688381580644,70.31957644013805,104.57796441732704,71.35200193052512
cateninbeta_4_af647cy5_txt_lawsls9_nuc,-67.46963876090376,-54.3270354971963,-28.310535914525897,-182.3914558274651,-17.166379767505784,-43.2069326394589,-64.579064350624,-41.72842854746781,-32.1664712371352,-152.39617673124405,-23.105007011021907,-50.262553127055426,-62.179883262081034,-32.684462625469465,-236.2752250765422,-30.563619319525806,-70.1613490286591,-53.11503368166683,-23.6715790076775,-71.85272095042323,-19.416465335843842,-52.648667922926514,-94.08547318027996,-39.59489421076295,-219.82736060417895,-40.714582128845755,-51.85550055003641,-98.44312480049584,-42.669933567069556,-179.7174553109333,-40.2565714335671,-69.52660776996913,-45.308243941747065,-28.263148378050996,-101.1444128009508,-14.985842223975395
cateninbeta_4_af647cy5_txt_lawsls9_nucring,83.55499289297722,85.78282052244016,119.62983228818625,-106.02974063987156,115.02260482818552,119.23302485065001,85.88671020933964,89.79096185519971,120.47468084205308,-80.15429594915494,123.33863690777,90.9742363650144,53.12158153086234,118.55925961716089,-226.39626945418695,107.07539290334657,109.46119090695986,58.693603693748955,120.57110776846338,23.45148734180702,127.83168024153616,85.48830026148794,24.473023037867122,117.29783182147541,-195.0191646233564,100.48721311938652,110.20802545234953,-31.61276108928397,98.18488090719897,-124.64400085628179,78.90455301161104,88.48706875918072,129.60302686520464,114.47037783134488,92.67469482834728,128.89904973069034
cateninbeta_4_af647cy5_txt_lawsls9_plasmem,114.30356297009837,109.87970851891215,98.54969596954963,186.39767325172954,82.08844431974073,90.88135550692432,100.45444185755026,92.01286241758369,99.53043421243487,151.74198226008733,78.51422932691119,97.84444449248873,106.7559883290774,91.33014933074166,262.1349512317562,86.34034507809592,103.06404087659911,98.33391519543864,92.16091404648822,82.16388459340692,82.50758703691996,94.01691398239299,138.57993384225864,90.64454830820422,262.3460525381148,95.01862305372725,101.46439515088021,174.63590056874853,99.34145610396253,199.04643001026147,97.1142340598078,109.64106668372818,126.68697164523705,94.89092712711775,187.70012921506213,91.28490710776889
cateninbeta_4_af647cy5_txt_standev_centcyto,44.48850886130886,40.41521192444593,37.32054232499701,56.99665989602712,33.10261070969208,34.9741908717992,41.09697584212224,35.7377630006482,38.813643362111954,50.32614178606091,32.29288214830428,39.37665849738057,37.03069782519755,36.10103553419793,57.33940223891633,31.664914574662962,44.389277148116435,38.92835173907202,37.21406667333294,37.87047612585611,32.24524005154941,40.67183167493126,44.99338937813034,40.69776173961722,60.26968570099906,37.73120289959265,45.42382082532938,41.86490839243728,36.03115442990946,49.26411441232336,35.56122993289718,44.655458482966424,42.22760664820766,35.558319304220795,55.27933461798543,34.98084645629442
cateninbeta_4_af647cy5_txt_standev_cytoplasm,54.78204990177597,53.26322835480051,46.012515044183054,85.05561206817882,40.87811294146879,42.96131387248857,49.60257205595695,45.533288440903455,48.06611675128037,75.1704108687327,39.25904326452345,47.48867372843696,50.19326991876574,45.44875330231601,96.54582118529714,40.408983617230405,52.49127294459145,51.21568639704086,45.834271732291924,48.727430091571314,39.07155097473636,48.983923042001784,62.793030692587564,51.17386950427963,99.14955168288297,47.54156121553503,54.53066951944998,65.4211470231906,45.971128330799566,78.3591353753529,45.09201546452163,53.83757839755483,55.89687312971817,44.1870342871724,75.11645308173247,42.94869966602515
cateninbeta_4_af647cy5_txt_standev_nuc,37.11973128486318,32.852482548115084,32.177286792627065,51.49797823491715,28.71692781935114,29.87506054344239,33.9739584945494,29.010093152810203,33.08249912092767,44.46381589642444,28.062261303874745,30.82542468862711,28.6113374214257,32.980647211225346,51.56788158652023,27.41337537125055,36.26069204773793,30.850660065447972,32.421940991450526,32.21429148261774,26.990983011132474,30.06882950704606,36.94081137888975,34.43935606289981,55.10281690689862,31.20816783588529,36.85816850629168,34.12844833151383,30.49415559964923,47.06923782793588,28.662959241417166,35.56619934452525,36.905105523503686,29.76485726179821,52.71913791070936,29.681380289501426
cateninbeta_4_af647cy5_txt_standev_nucring,45.10631982776542,38.35188142662678,37.429591834342,52.745787337559854,34.28429849226223,35.25228624987135,40.357858215219984,34.4592753284639,38.208079703255834,45.88937676582573,33.421822244921614,37.9062567689686,34.036100631094506,36.89496059126889,50.39746818294274,31.915825784369932,44.659095803740406,35.40079135872974,37.097561258571425,34.145788774465096,32.139111163811464,37.58373277401498,43.66866453864392,39.662423982120544,55.11526498090623,35.9873733934339,44.57682282662532,37.477595802647734,35.86434675367446,46.24934131914236,32.75857418395349,43.443563244167116,44.868641409835895,34.87016642877226,56.199436357466944,36.601175782350474
cateninbeta_4_af647cy5_txt_standev_plasmem,68.60207845603979,70.30139947336635,59.39113758723855,107.76638706544092,52.51231581987564,55.191935581645964,60.97396288716787,57.828634062443456,61.74851562188273,92.74695606476756,49.08975592021349,57.55080092590329,66.81348417444097,58.33915424632818,124.81608547457076,51.88836988158223,65.49856375449994,65.79564755358811,58.539664322678675,59.104360411840666,49.37858371951197,59.489365287040975,83.96035878079061,62.65218919919379,129.58062424195015,60.30872646630354,65.56003234286985,97.55969230277734,60.02404740628536,106.39415675657062,58.07843099631037,65.7406044757694,72.08007900929776,57.824036008560995,95.5716554999987,54.52189149967465
cjun_9_af488fitc_int_mean_centcyto,70.33337056936782,76.07873958744673,69.34438194234035,83.60611336730888,70.57283749703494,90.19294780828359,73.16943895872895,64.52659382495162,83.1690835757026,72.85644981085265,69.7563547526239,67.25754800218542,61.87274770597725,80.95036520055228,56.91804513499674,67.74234813813342,67.90376632424707,88.01355106278442,64.73462496040354,115.75929702259046,79.66585496557944,75.83878628644375,52.526224639731886,65.33671129220853,62.647779661806354,63.783396445805565,74.24235100073555,50.20014672330566,65.3359150043124,43.91888060616971,62.93919082331518,71.95491501025026,71.00904457568939,84.08263637013118,99.2288311900153,69.71134878348326
cjun_9_af488fitc_int_mean_cytoplasm,72.4572725311974,80.62194379720387,71.74163181506587,99.30519222935696,72.98756599255337,90.00664165857239,71.57309744385084,70.03790870108595,88.76204254405214,82.45304410160105,75.84124209871163,69.55415824883902,66.12314552939151,86.59440888745496,57.90222296282613,69.18921353811942,73.11596890323639,91.95505715119651,69.89102249910268,122.59469401854751,87.23806865523113,77.03623345920462,59.25163531883494,69.83669287953073,69.21755024504948,66.29619920010519,74.2933423938546,52.84202591310155,67.3259126762975,48.28415090874969,66.79500551094107,75.0826212290903,83.91916961485751,87.10542655705973,119.13846847362436,74.32257143272714
cjun_9_af488fitc_int_mean_nuc,187.45615809734647,297.1029511535293,229.24377213626502,328.42891848925564,253.070927811811,269.9911773607105,190.8547108907109,210.4227918249387,224.65759805822125,207.76601095910164,221.1611798776791,187.06555528859124,195.8759352074864,254.86292210391025,113.81567957688944,214.43977070522328,211.22350349842594,279.8704188991895,201.33228108038054,282.3067767782032,256.0269976550217,184.64765246195958,176.6376622537551,180.39659718071474,142.8938419565647,203.2584486705902,194.93563782106114,142.82939053500115,192.09001197032703,109.61970731735155,184.64017286536367,203.14658183611334,375.1945809762718,288.93198383290917,512.4701191904759,280.2645543428843
cjun_9_af488fitc_int_mean_nucring,120.12789115412916,154.10656032307702,134.95602627599766,165.13968763196547,143.14723999955336,159.91944775941244,130.043720137781,120.27585828453282,141.15504872053995,123.15103443538061,130.7663951933331,118.9893270937912,111.37688971818837,173.80663605922933,78.86033408649469,126.58437419856882,135.4765109989337,167.5276530666378,122.06862939117327,182.69381008621613,160.23071493617684,127.6179210654431,98.78512097627716,116.88420538982353,100.22229339588627,120.84134902485818,125.53157670097848,82.75620033388171,119.30767911363075,67.94907847067262,116.33785824880201,132.18818004680313,170.20423020567424,156.19580866321215,227.3591343619217,144.94879263863763
cjun_9_af488fitc_int_mean_plasmem,55.91016854883778,62.80696927880102,52.790738567938966,86.81259638553274,52.93288170201603,66.85521746954558,50.93186780534605,58.06041123415088,76.28765253890815,74.0977726068571,62.719469668741894,53.93738054190603,55.66545581477637,61.41952022423428,52.89624732849938,50.71586959058898,57.50997446882707,69.36765605803076,58.28712843617103,107.56704081693874,68.49952328393584,58.98470412714203,50.54199440540588,57.325011840108424,60.88517263041535,49.642046222216514,55.15253021178315,46.221274819871866,56.830967191888746,45.296257383853934,53.24125983394696,57.035309619963016,65.98340409242284,67.28991902814006,98.62560388400708,57.84291091032523
cjun_9_af488fitc_txt_lawsls5_centcyto,-8.518427508923722,-20.265253002503982,-11.023938566622794,-38.89664432301912,-9.04324423137824,-5.218592369263335,-2.851105441783307,-17.15395524738203,-10.603610632950758,-15.042013837043436,-11.775230609791818,-6.246632827269244,-9.177757682842278,-12.693710340671446,-4.591575865720162,-15.113881867918732,-3.8106643835476994,-15.364914034387763,-5.916432728974009,-12.933918141319563,-10.21335862668347,-5.518473544203469,-15.848330801552082,-6.279789269940973,-6.523563480505835,-4.271671018946057,0.41497730520128984,-7.82084034210245,-3.8768593817598656,5.131937097568654,-7.076558946557765,-9.278901351624869,-26.81205590666065,-9.916856696035074,-43.64147143963267,-19.2843928657529
cjun_9_af488fitc_txt_lawsls5_cytoplasm,-13.918242358063997,-31.06974688700052,-17.644157040796895,-63.650848813524796,-19.31964582095876,-18.36385264829771,-9.138920247855188,-18.654002796955254,-14.778766244970825,-38.063825913649744,-15.228485790385427,-15.07881930504563,-16.692682299071944,-13.381374245790179,-14.188066821782119,-15.180931965358852,-8.066045220897541,-20.897579456443744,-12.942926202603964,-26.795876516894708,-19.122113105837855,-11.044098400190558,-21.30712700541838,-9.252667743377659,-22.05854420706258,-13.564092263555557,-12.749128496978495,-14.902486857823167,-10.505588481933188,-13.058099697341705,-8.926773274114092,-12.533520951483792,-48.522008011774986,-22.00184720018654,-89.35164700003476,-26.04761824083565
cjun_9_af488fitc_txt_lawsls5_nuc,74.66068887703501,175.82605115748984,114.13487944768644,193.08305012367725,142.8611549015845,129.4322025964774,70.6313957928033,110.29449214998783,94.31664649992962,82.13595735393488,109.03910838259299,80.12017408676373,95.10780931181024,99.22517809887587,33.0299141335031,109.91940830982897,87.83989316298641,134.24122049140243,89.35675905295362,111.68194298887673,126.31646117261813,79.21113326972048,88.3700281463503,73.98942639177628,62.00555817843651,101.0117489680254,81.87987013519452,61.858112151558245,88.00210350431932,44.463982588668735,82.83630613048503,80.84002874442064,262.2066454731254,162.10593468326175,358.616928032929,177.07154676997374
cjun_9_af488fitc_txt_lawsls5_nucring,-14.152336767844572,-57.74263570692182,-2.3302349710864725,-76.21987400746247,-34.59138112956399,-14.173115183950626,14.221676096688014,-22.237938354024482,-13.722840277765194,-16.472703453326613,-24.500253591400867,-10.109473086237925,-20.085437437373244,6.117724609298081,7.408666549040059,-20.346771735334517,21.792746453732466,-16.89327991341451,-10.948927692028937,-11.385793487805708,-29.94854800929999,-2.9476222632849396,-15.34586384748224,-15.81999532799553,4.902411488518548,-9.915633207059484,-3.3321180736280196,-15.837454848599496,-0.8034511129087528,-12.860154542950843,-15.770730242241708,-22.171578456139887,-85.68036844861624,-48.653710114272634,-139.7388140704309,-51.183167186833536
cjun_9_af488fitc_txt_lawsls5_plasmem,-18.484325360234372,-30.71991211992223,-28.639193199721355,-72.57254827216242,-28.43603322746297,-24.820407340200024,-21.585309338250912,-20.694289121547563,-21.452335526430993,-52.03172734546318,-15.350830617052221,-19.3087827421604,-19.404989471412488,-27.80156066512033,-22.100423945037367,-19.04454121556025,-18.214526484815263,-36.87788137619484,-26.983840855461377,-41.70443131419061,-28.162017842616393,-17.216175062754818,-25.28424120911172,-19.743264003715723,-35.37755284712379,-25.681939191257527,-19.526846054713083,-18.90952733272907,-20.685289888742492,-19.76333588250731,-15.19296009021764,-18.589719612939927,-56.21475634915717,-28.811856559844898,-96.53962333521379,-26.099623261688176
cjun_9_af488fitc_txt_lawsls9_centcyto,-10.461192015072346,-25.122854279213264,-11.424721146339015,-47.764545143636774,-12.014392491094316,-7.862314943889444,-3.5559204088106227,-14.055716115025984,-8.990858651264539,-22.6506393742677,-13.062370721746529,-5.84032928238804,-11.518801057301403,-14.326800856421354,-6.3014634062258645,-12.133131790779636,-2.2923799447508357,-12.773464072009668,-6.338526331668071,-16.630327356414394,-14.851574817057159,-6.995795884134884,-16.8856812777761,-5.929608596479729,-15.510685132913707,-6.7947473045997935,-3.050091951975472,-8.433290640171776,-4.328756297061041,-0.6043814661411608,-5.552420824152496,-8.330720614615796,-28.847781905041433,-10.281210426578014,-59.66764374732063,-17.910347901143837
cjun_9_af488fitc_txt_lawsls9_cytoplasm,-10.423009224772661,-23.078857499763057,-13.567774573783126,-47.36725330828644,-14.109885046653876,-12.71113077920601,-7.808987572765143,-14.617628970225933,-11.862967895768254,-30.034080389778275,-10.692204599824366,-12.187647688288715,-13.010203181660343,-11.050482307954953,-12.96486960520485,-11.13471985888388,-7.64088403633065,-15.655012914701262,-11.172767475197656,-22.007355321348633,-13.52261401960726,-8.266061448823423,-15.903878373300106,-6.908713715214335,-20.631048708674705,-10.858101130926991,-8.858295741376653,-11.727539334656614,-9.00955465720448,-12.026505249562861,-6.870979795386134,-11.868895486172082,-32.87178840265843,-16.576124353402548,-60.360326855051206,-18.98037742600625
cjun_9_af488fitc_txt_lawsls9_nuc,65.16860858547275,144.43526934205045,101.08636081250845,152.87010609470366,121.40548968303962,114.67419514156485,65.98371831687889,94.58518568197167,85.14955626788625,70.32258152678918,95.10341341105969,70.93651634929391,83.16658449313672,93.02918673054795,31.663007155496103,96.09589961514509,81.40904186234991,115.96280515609138,80.1024160878129,94.84106016389129,109.40728942605202,68.32362705426009,75.37945965368209,67.73880705976698,53.986023237867926,89.19049746861802,73.73954506822375,54.07236971154176,79.96984076751416,38.705938202317014,73.41950212932842,74.72419620639037,212.46270363890642,137.6993702196296,285.5618761579322,147.05357511130936
cjun_9_af488fitc_txt_lawsls9_nucring,11.674211791308323,-7.26009845767296,5.315548434165502,-22.052314741393047,2.0451344052174965,1.2132072995796261,13.703044164871388,-3.7803627872252212,-1.2244360512697394,-4.631264744904042,5.860941621949199,11.380472510960761,-3.7675180658743264,6.076860832906921,0.5788699269695481,2.29883414916863,23.633630402738046,2.9813728715915944,-0.9688441084123345,-1.8580044113551075,6.052341247025572,12.760579677766355,-4.3878058736313905,12.431052421462114,5.425744907925322,4.65705420254758,7.085156220755236,-6.66942688341976,4.947694529394865,-7.1833132139302185,3.2731618445845463,12.313256132792207,-14.289744898118322,-14.489722822324637,-40.40483859536769,-12.14100051648796
cjun_9_af488fitc_txt_lawsls9_plasmem,-15.438873407742484,-26.14973457782965,-23.31641130855935,-57.13670181357745,-22.626717229886836,-19.58861657852154,-18.98971269788925,-19.321127238829416,-18.017093023445554,-41.186381435933505,-11.292434373482628,-17.012909260036903,-15.61802710875294,-23.51192347435125,-19.03653224917041,-17.592788074124183,-15.967395895013281,-28.210326755165376,-23.161192165602742,-35.43456212351012,-18.186311547372743,-12.562725871769864,-19.509392214794804,-13.107721348869367,-30.308938555502543,-21.398766693915892,-13.591086040632002,-13.779664068040619,-19.40026979163622,-15.755437441171633,-13.471341411393938,-19.4858187420355,-41.56979310037612,-24.1328121560937,-70.12393108707865,-22.219164456925256
cjun_9_af488fitc_txt_standev_centcyto,13.153295258289463,13.811672128532122,12.845487781392258,15.188346127758894,12.661286158283488,15.386041616061654,14.920063488610994,12.894938608737565,14.487368917592367,14.988379276755582,12.580450760908803,11.998952950820295,13.503853853683198,15.07922557134556,14.627317393578354,12.261483611738322,12.752783305356699,14.368068290029871,12.701097696702803,16.505885390434084,15.04344513611665,16.130013050817556,11.590137179565417,11.78577830006773,13.779835023433902,12.483381914115975,13.31498042753796,12.448572737751054,12.957237846001743,11.833329947859967,12.953312914088563,12.786391043886017,13.513257404409048,15.359826996855153,16.757961007269035,13.830422651964948
cjun_9_af488fitc_txt_standev_cytoplasm,14.185078986090199,15.469025116443191,13.808897483921795,20.14052028022993,13.825332180142741,15.868080864257017,13.606429222908373,13.831083748534887,15.626178904405414,16.87635680875925,14.020529018131752,12.393758338424817,14.081619865379244,16.9632716121312,13.251781445233574,12.766295060423671,13.900842486817906,15.718021861082276,14.02136431208379,19.0905458338114,17.206051406467946,16.100753209666447,13.144367313645812,12.315785854637117,15.350727680304825,13.19651863180613,14.328166360529478,12.805900987018038,13.730899347463291,12.767298563767229,13.205574149096089,13.894458161223737,17.456567451913628,16.72745269373441,24.12470251814165,15.156618381976143
cjun_9_af488fitc_txt_standev_nuc,16.12148057868212,27.515045231802663,20.225137217528506,30.194487424380565,21.877608190602256,23.250138856464453,15.273851299512556,18.70690697090578,20.3613708685726,19.70121805882398,20.688955506770707,16.912152364219143,18.542551248643104,19.480331253401534,15.262819707418661,18.491652596351344,18.37166920127417,23.386195314167203,17.517914444837682,21.91897577255854,25.863892728160412,19.85083965063589,17.194241332657914,16.831351475140814,17.42445476040083,18.498525366962735,17.41166023580139,15.707603840448138,17.218014745352924,14.569509975087465,16.607508581561866,18.003003536429087,34.281316282205196,26.788424815454963,47.52560472325015,25.726751421227465
cjun_9_af488fitc_txt_standev_nucring,16.88743484830408,25.6674546464185,20.051813390346023,31.74495978460199,22.292503660603256,22.01167578231353,16.66773849564446,18.572391117825834,20.891041963560397,20.12375659895563,19.4263686007703,15.164671597636783,18.477347644030292,25.590055923577957,15.052583565218995,18.02559451872994,20.042180480336462,23.068268129611567,18.410216535097884,22.894459376201436,26.17514222065877,20.074388387810313,16.720221648894157,15.593421800443876,16.698782827926003,17.96056232982705,17.101639005538697,14.711025976996405,16.372662790188176,13.92214578716285,17.626814423781518,16.90699559926215,33.261396392772276,24.496259997020854,46.79209252760973,24.300916364686604
cjun_9_af488fitc_txt_standev_plasmem,13.627258398969216,14.218119019113535,12.490714643202748,19.140646552528036,12.322396426268394,14.571767551553078,11.412229839933136,13.057134775390185,14.934485530698998,16.476673742545092,13.82542032246108,12.202948529869962,13.722819313906223,15.23078657967627,13.249548431094762,11.246380107227042,13.419661994763887,14.127465573728536,13.951612139726942,19.105785644329465,16.061074250227076,14.344635687693707,12.861308819287677,12.362074746416505,14.732765295601924,12.027472299980658,13.642042496317462,12.878111519813945,13.320450318731341,12.58261153531015,12.117463548015598,13.805522258485725,15.48820573134637,15.207913007439265,21.437432654492856,14.285730633812934
cyclind1_8_af488fitc_int_mean_centcyto,37.91197965076784,39.24380087153854,43.00954672535936,31.544464956329477,43.775244969773084,43.18789060237533,33.844848307602604,33.53176457535362,51.11056902237257,28.253983069436106,36.06806066195447,37.12437113774773,27.245752789188135,39.095158345156975,19.89867911113477,34.14460022558077,34.507437914997126,33.35660949699544,40.18519671239352,35.76875750891319,33.46101268274353,32.79318258747781,22.886176864545302,40.09407050138186,20.446377788091695,29.086965151955045,37.87180889393543,29.17805171740568,41.261899219404334,22.44491262774153,34.00566500350168,37.359695175063955,35.471388644109844,43.93560218083976,43.36032686205944,40.85775068087072
